SMILES,QED,ChemAIrank
CC(C)C(CNc1nccc2c1C(=O)OC2(C)C)N1CCN(C)CC1,82.49,62.67
Cc1c(NC(=O)C(C(=O)Nc2c(C)c(=O)n(-c3ccccc3)n2C)C23CC4CC(CC(C4)C2)C3)n(C)n(-c2ccccc2)c1=O,29.66,62.65
Cc1cnn(C)c1C=CC(=O)c1cc(C(=O)O)ccc1OC(C)C,65.07,62.59
CC(C)(CO)C(NC(=O)c1ccc(C(=O)O)cc1F)c1cccnc1,74.58,62.57
N#Cc1ccc(N2CCC(O)(C(F)F)CC2)nc1N1CCC(O)(C(F)F)CC1,75.13,62.48
NC(=O)Cc1occc1C(=O)NC1CCCC2CCC1N2C(=O)c1n[nH]c2c1CCC2,66.69,62.46
CC(C)(C)Cc1nc(-c2ccc(C(=O)Nc3ccc(F)c(C(=O)OC(C)(C)C)c3Cl)cc2)no1,42.27,62.42
CN(C(=O)CCn1cnc2c1c(=O)n(C)c(=O)n2C)c1nccn1C,61.75,62.37
Cn1c(=O)c2cc(NC(=O)N[C@@H]3c4ccccc4C[C@@H]3O)cnc2n(C)c1=O,59.43,62.32
Cc1ccc(N(CCCN2C(=O)c3cccc4cccc(c34)C2=O)C(=O)c2ccccc2C(=O)c2ccccc2)c(C)c1,14.94,62.29
Cn1cnc2c1c(=O)n(CC(=O)N1CCCC1c1cccnc1)c(=O)n2C,65.78,62.25
CC(NC(=O)c1ccc(C(=O)O)cn1)C1(N2CCOCC2)CCCC1,83.95,62.22
CCCOc1ccc(C(F)(F)F)cc1NC(=O)CCCn1cnc2c1c(=O)n(C)c(=O)n2C,54.92,62.13
CC1CCN(c2nc(N)c3c(N)nc4c(c3c2C#N)CC(=O)N4c2ccc(S(N)(=O)=O)cc2)CC1,48.97,62.13
Cc1cc(C)c(NC(=O)c2cc(N3CCNC3=O)c(F)cc2F)c(Cl)n1,80.12,62.02
CC(C)(C(=O)Nc1ccc2[nH]nc(C(=O)O)c2c1)C(O)c1cccc(OCc2ccccc2)c1,30.67,61.97
CC(C)COC1CC(OC(=O)c2cc3c([nH]c2=O)CC(C)(C)CC3=O)C1(C)C,77.89,61.94
Cc1ccn(CC(C)(O)C(=O)N2CCN(c3ccc(F)cc3Cl)CC2)c(=O)c1,84.2,61.94
CN1CCN(c2ccc(NC(=O)c3nn(-c4ccc(F)cc4)c4c3CCC4)cn2)CC1,70.32,61.92
O=C(c1ccc(C(=O)N2C3CCCC2CC3)nc1)N1C2CCCC1CC2,81.88,61.91
N#Cc1cnc2c(F)cc(F)cc2c1NCC1(O)CCOCC1,90.77,61.84
Cc1c(C)n2c3c(=O)[nH]c(=O)n(C)c3nc2n1CCCNc1ccc(Oc2ccccc2)cc1,36.34,61.83
Cn1c(=O)[nH]c(=O)c2c1nc(N1CCCC1)n2CCCn1c(N2CCCC2)nc2c1c(=O)[nH]c(=O)n2C,35.06,61.73
Cn1c(=O)c2c(ncn2CC(=O)Nc2ccc(N3CCCCC3)cc2)n(C)c1=O,71.18,61.73
Cn1c(=O)c2c(SCC(=O)c3c[nH]c(C(=O)N4CCCC4)c3)nc(C(C)(C)C)nc2n(C)c1=O,33.31,61.68
CCCCNS(=O)(=O)c1ccc2c(c1)nc(SCC(=O)Nc1c(F)c(F)c(F)c(F)c1F)n2CCCC,10.19,61.56
Cc1nn(C)c(=O)c(C(=O)NC2CCc3c2ccc(Cl)c3Cl)c1C,88.84,61.56
Cn1c(=O)c2nc(CCC(=O)NC3CCCCC3)c(O)nc2n(C)c1=O,79.79,61.45
CCn1c(CN2c3ccccc3CCC2C)nc2cc(S(=O)(=O)N3CCOCC3)ccc21,59.1,61.28
Cn1c(=O)c2c(ncn2CC(=O)N(c2ccccc2)C2CCCCC2)n(C)c1=O,67.45,61.27
Cc1c(NC(=O)c2snc(O)c2Cl)c(=O)n(C2CCCCC2)n1C,86.84,61.27
CC(=O)c1c(C)[nH]c(C(=O)Nc2cc(S(=O)(=O)N3CCCC3)ccc2OCC(F)(F)F)c1C,57.76,61.22
CC(NC(=O)c1cc2c(cc1Cl)N1CCCCCC1=NS2(=O)=O)C1CC1,85.07,61.21
CN(C(=O)c1ccc(NC(=O)C2CC2)cc1)C1c2cc(Cl)cc(Cl)c2CC1O,78.52,61.18
N#Cc1c(N2CCCC2)nc(N)c2c(N)nc3c(c12)CC(=O)N3c1ccc(Oc2ccccc2)cc1,44.47,61.17
c1cc2c(cc1Nc1nc(CN3CCOCC3)nc3sc4c(c13)CCC4)OCCO2,68.71,61.16
Cc1cc(OCc2nc3c4c(-c5ccccc5)c(-c5ccccc5)oc4ncn3n2)c(C(C)C)cc1Cl,22.88,61.16
CCCCCCCCCn1c(N2CCN(c3cccc(Cl)c3)CC2)nc2c1c(=O)[nH]c(=O)n2C,43.53,61.15
Cn1c(=O)c2c(ncn2CCCC(=O)Nc2cccc3cccnc23)n(C)c1=O,55.29,61.15
CN1CCCCC1CN1CCN(c2ccc(C(F)(F)F)cc2C#N)CC1,82.28,61.14
CN(CC1CCCN1c1cnc2ccccc2n1)C(=O)c1c[nH]c(=O)n1C,75.41,61.13
COc1ccc2nc(C(F)(F)F)nc(N3CCNC(=O)CCN(C(=O)c4ccc(=O)[nH]n4)CC3)c2c1,54.29,61.12
Cn1cnc2c1c(=O)n(CC(=O)Nc1ccccc1N1CCCC1=O)c(=O)n2C,67.72,61.12
CCn1c([C@@H]2OCC[C@@H]2c2ccccc2)nn(-c2cc(C#N)cc(F)c2O)c1=O,73.43,61.09
CN1CCN(c2cc(NCC(c3c(F)cccc3F)N(C)C)ncn2)CC1=O,81.09,61.08
Cc1ccc(NC(=O)c2cc(Oc3c(F)c(F)c(F)c(F)c3F)cc(C(=O)Nc3ccc(C)cc3C)c2)c(C)c1,14.46,61.06
Cc1c(NC(=O)C2(C)CC2C(F)(F)F)c(=O)n(C2CCCCC2)n1C,89.76,61.04
CCCCN1C(=O)Cc2c1nc(N)c1c(N)nc(N3CCN(C=O)CC3)c(C#N)c21,68.53,61.0
Cc1c(CCC(=O)NCc2ccnc(Oc3ccccc3)c2)c(=O)[nH]c2c1c(=O)[nH]n2C,41.29,60.91
CC(Sc1nc(C(C)(C)C)nc2c1c(=O)n(C)c(=O)n2C)C(=O)Nc1ccc(F)c(F)c1F,34.96,60.91
CC(C)C1(CO)CCN(C(=O)c2ccc(Oc3cccc(Cl)c3Cl)nn2)C1,80.49,60.85
CN(Cc1cc(-c2ccccc2)no1)C1c2cc(Cl)cc(Cl)c2CC1O,70.05,60.82
CCCCn1cnc2c1c(=O)n(CC(=O)Nc1ccc(Cl)c([N+](=O)[O-])c1)c(=O)n2CC(C)C,37.23,60.81
CC1(C)CC2CC(C)(CN2Cc2c(O)ccc3cc(-c4ccccn4)c(=O)oc23)C1,62.51,60.77
Cc1cn(C)nc1C(=O)N(C)C1c2cc(Cl)cc(Cl)c2CC1O,90.24,60.75
Cc1c(NS(=O)(=O)c2ccc(N(C)C3CCCCC3)c([N+](=O)[O-])c2)c(=O)n(-c2ccccc2)n1C,38.81,60.74
C=CCCC1(C(=O)N[C@@H]2CCN(C(=O)c3cc(S(=O)(=O)N(CC=C)c4ccc(Cl)cc4)ccc3Cl)[C@@H]2C)CCN(C(=O)OC(C)(C)C)CC1,24.71,60.71
CCCCn1c(=O)[nH]c(=O)c2c1nc(CN(C)Cc1ccc(C(=O)NC)cc1)n2CC,54.19,60.71
Cc1nn(C)c(Oc2cccnc2)c1NC(=O)c1ccc(N2CCCC2)nn1,72.73,60.66
Cn1c(N2CCC(c3ccn[nH]3)CC2)c(C#N)c(=O)n(C)c1=O,84.49,60.61
Cc1cc(C(=O)NC2CCCc3cc(F)ccc32)nc2nc(O)[nH]c(=O)c12,64.31,60.61
Cn1c(NCCNc2ccccn2)c(C#N)c(=O)n(C)c1=O,74.56,60.61
CN(CCO)c1nc(N)c(C#N)c(C(C#N)Cc2cccc(Cl)c2)c1C#N,78.47,60.54
CCc1c(C(=O)Nc2ccc(N(C)C)cn2)nnn1-c1ccc(OC(C)C)cc1,66.16,60.52
CC(C)c1nn(C)c(N2CCOCC2)c1CNc1ccc(N2CCCC2=O)cn1,80.59,60.52
CC(C)N(Cc1ccc(Cl)c(Cl)c1)C(=O)c1cnc(C(=O)O)cn1,87.3,60.51
Cn1c(=O)c2c(ncn2Cc2nc(N)nc(Nc3ccccc3)n2)n(C)c1=O,50.48,60.49
CC1(C)CC2CC(C)(CN2S(=O)(=O)c2cccc(C(=O)OCC(=O)Nc3ccc(F)c(Cl)c3)c2)C1,54.66,60.47
N#Cc1cc(CN2CCOCC2)cn(CCOc2ccccc2)c1=O,80.01,60.46
CCCCCCCCn1c(N2CC(C)CC(C)C2)nc2c1c(=O)[nH]c(=O)n2C,70.32,60.45
CN1CCN(CC(NC(=O)c2ccnc3c(C(N)=O)cnn23)c2ccccc2)CC1,61.76,60.39
CCCCn1c(C(=O)NCCCn2ccnc2)cc2c(=O)n(C)c(=O)n(C)c21,58.09,60.39
Cc1ccc(-n2c([S-])c(C(=O)Nc3ccc(OC(F)F)cc3)[n+]3ccc(C(=O)NCCO)cc23)cc1C,24.19,60.36
Cn1c(=O)c2c(ncn2CC(=O)Nc2ccc(N3CCCCCC3)cc2)n(C)c1=O,70.27,60.32
CS(=O)(=O)N1CCc2c(NC(=O)N3C4CCC3c3ccccc34)cccc21,86.37,60.29
CN(C)c1ccc(P(=NN=C2C=C(Cl)C(=O)C(Cl)=C2)(c2ccccc2)c2ccccc2)cc1,27.05,60.27
CCn1c(NCc2cc3c(cc2OC(F)F)OCO3)nc2cc(C#N)ccc21,69.27,60.26
Cc1nsc2ncn(CC(=O)N(C)C3CCCc4ccccc43)c(=O)c12,71.28,60.23
CCOC(=O)c1cc2c(cc1Cl)n(CC)c(C=CC=C1N(CC)c3cc(Br)c(Br)cc3N1CC)[n+]2CCCS(=O)(=O)[O-].O=C(O)C(F)(F)F,12.18,60.22
CC(C)C(c1ccccc1Cl)N(C)C(=O)c1cc(C(=O)O)[nH]n1,87.79,60.19
