SMILES,QED,ChemAIrank
Cc1nc(C(=O)N2CCC(Cc3ccccc3)CC2)c(=O)[nH]c1C,94.26,54.48
Cn1c(=O)c2c(ncn2CC(=O)N2CCc3sccc3C2c2ccccc2)n(C)c1=O,49.02,54.48
C=CCOc1cn(-c2ccccc2)nc1C(=O)N1CC[C@@H](C)C[C@H]1CNC(=O)C(CC=C)NC(=O)OC(C)(C)C,40.35,54.37
Cc1cc(Cl)c(C(C)C)cc1Oc1c(C#N)c(=O)n(C)c(=O)n1C,85.5,54.33
Cn1c(CN(Cc2ccccc2OC2CCCC2)Cc2cc(=O)n(C)c(=O)n2C)cc(=O)n(C)c1=O,46.24,54.3
CCCC(Cc1ccccc1)N(CCC)C(=O)c1cc2c([nH]c1=O)CCCC2O,70.8,54.3
Cc1cc(N2CCC(C(=O)Nc3ccc(Br)cn3)CC2)n2nc(C(F)(F)F)nc2n1,61.3,54.22
Cc1nnc(N2CCN(c3cncc4ccccc34)CC2)c(C#N)c1C,71.19,54.22
Cn1c(=O)c2c(ncn2CCCC(=O)Nc2nc3ccccc3s2)n(C)c1=O,54.81,54.21
COc1ccc(CNc2cccc3c2c(=O)cc(-c2ccc(C(C)(C)C)cc2)n3Cc2ccc(OC)cc2)cc1,22.31,54.21
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(S(=O)(=O)c4ccc5c(c4)OCCO5)CC3)cc21,54.71,54.12
Cc1c(CCC(=O)N(C)C2CCc3ccccc32)c(=O)[nH]c2c1c(=O)[nH]n2C,72.47,54.1
Cc1nc2c(c(C(F)(F)F)n1)CC(C(=O)Nc1ccc(-c3ncc(C(C)C)o3)cc1)CC2,58.87,54.08
Cc1c(NC(=O)CNc2cccc(S(=O)(=O)N3CCCCCC3)c2)c(=O)n(-c2ccccc2)n1C,52.19,54.07
Cn1ccnc1C(NC(=O)c1cc(N2CCNC2=O)ccc1Cl)C(C)(C)CO,68.47,54.07
CCCc1ccc(C(NC(=O)c2cnc3c(c2)c(=O)[nH]c(=O)n3C)C(C)C)cc1,67.17,54.03
CC1=CC(C)(C)N(CC(=O)c2ccc([N+](=O)[O-])cc2)c2ccc(C(c3ccccc3)(c3ccccc3)c3ccccc3)cc21,7.98,54.02
CC(C)(C)C1=CC(=CC2=C([O-])/C(=C\\c3cc(C(C)(C)C)[o+]c(C(C)(C)C)c3)C2=S)C=C(C(C)(C)C)O1.O=C(O)C(F)(F)F,20.2,54.01
CN1C(=O)CC(C(=O)N2CCc3c(ncn3C3CC3)C2)C1c1cccnc1,83.03,53.95
Nc1cc(C2CCN(c3cnn(-c4ccc(C(F)(F)F)cn4)c(=O)c3Cl)CC2)n[nH]1,64.96,53.93
Cc1nc2nc(C(F)(F)F)nn2c(C)c1CCC(=O)N(C)Cc1ccc(Cl)c(Cl)c1,55.6,53.92
Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,21.64,53.92
CC1c2cc(Cl)cc(Cl)c2CCN1c1ccc(C#N)nc1,78.3,53.91
Cc1nc(C(C)C)sc1C(C)N(C)C(=O)c1cc(C(=O)O)ccn1,89.47,53.9
CN(C)c1ccc(C(=O)NCC(c2c(F)cccc2F)N(C)C)nn1,86.25,53.87
CN(C)c1cc(OCC2(O)CC(N(C)C(=O)CCc3ccccc3)C2)ncc1-c1ccccc1,52.01,53.86
Cc1nc(C(=O)Nc2ccc(NC3CCCCC3)cc2)c(=O)[nH]c1C,79.61,53.85
Cc1cc(O)nc(C(C)N2CCN(c3nccc(C(C)C)n3)CC2)n1,91.3,53.84
CCCCn1c(=O)[nH]c(=O)c2c1nc(CCC(=O)N1CCN(Cc3nc(-c4ccc(C)cc4)no3)CC1)n2CC(C)C,28.8,53.84
Cc1noc2nc(-c3cccc(C(F)(F)F)c3)cc(C(=O)N(CCC(F)(F)F)CC3CC3)c12,41.27,53.83
CC(C)C1CCC(c2c(-c3ccnn3C)ncn2CC2CCN(C)C(=O)C2)CC1,76.37,53.82
CCn1nnc(C)c1C(=O)N(C)Cc1ncc(C)c(OC)c1C,84.19,53.81
Cc1cc(O)cc(=O)n1CCC(=O)N1CCC(c2ccc(C#N)cn2)CC1,89.12,53.8
Cc1sc2nc(CN3CCCN(c4ccc(C(F)(F)F)cn4)CC3)nc(N)c2c1C,66.89,53.76
CC1N(C)c2cc(NC(=O)c3ccco3)c(P(=O)(Nc3ccccc3[N+](=O)[O-])N3CCOCC3)cc2C1(C)C,24.03,53.76
CC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)OCc2ccc(Cl)cc2)cn3C2CC2)CC1,49.51,53.76
N#Cc1cc(N2CCC(C(O)c3ncc[nH]3)CC2)nc2ccc([N+](=O)[O-])cc12,52.67,53.75
Cc1cc(C)c(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c(Cl)c1,75.89,53.73
COc1ccc(N(CC(F)(F)F)C(=O)Cn2cnc3c2c(=O)n(C)c(=O)n3C)cc1,60.93,53.72
Cc1nnc(CN2CC(C)C(=O)Nc3ccccc32)n1C1CC1,94.58,53.72
Cc1c(NC(=O)CN2C(=O)NC3(CCCCC3C)C2=O)c(=O)n(-c2ccccc2)n1C,73.03,53.71
Cc1nc(-c2ccccn2)nc(O)c1CCC(=O)Nc1cccc(OCC(=O)N2CCCC2)c1,52.92,53.7
Cc1c(NC(=O)C(C)N(C)C2CCN(C)CC2)c(=O)n(-c2ccccc2)n1C,85.31,53.67
Cc1nn(C)c2c1N(C(=O)c1nn(-c3cccc(C(F)(F)F)c3)c(C)cc1=O)CCS2,60.01,53.66
CN(C(=O)c1ccccc1)C1CC2CCC(C1)N2c1cnc(C#N)cn1,85.32,53.66
Cc1cc(C(=O)Nc2ccc(CN(C)C)c(C(F)(F)F)c2)c(C)n1C1CCCOC1,75.23,53.66
Cc1nn(CCC(=O)Nc2c(Cl)cccc2Cl)c(=O)c(C#N)c1C,90.21,53.64
CC1CC(=O)c2c(OCC(=O)N3CCC(C(=O)Nc4ccccc4)CC3)ccc(Cl)c21,75.22,53.63
Cc1cc(OCC(=O)N2CC(n3cc(C#N)c(=O)[nH]c3=O)C2)cc(C)c1Cl,84.44,53.61
Cc1nc(C2CCCN2c2ccc3ncccc3c2[N+](=O)[O-])[nH]c1C,57.96,53.6
CC(c1ccccc1)N(C)C(=O)CCCn1cnc2c1c(=O)n(C)c(=O)n2C,64.48,53.6
CCc1ocnc1C(=O)N(C)C1c2cc(Cl)cc(Cl)c2CC1O,91.78,53.6
CCCCCn1c(NCCC(c2ccccc2)c2ccccc2)nc2c1c(=O)[nH]c(=O)n2C,35.76,53.59
Cc1cc(=O)c(C(=O)NCc2ccc(Oc3cccnc3)c(F)c2)nn1-c1ccccc1C(F)(F)F,38.57,53.57
Cc1ccc(NC(=O)C2CCN(C(=O)OC(C)(C)C)C2C(C)C)cc1C(N)=O,82.45,53.55
CC1CC(=O)Nc2ccccc2N1C(=O)CN(C)C(C(N)=O)c1ccccc1,82.82,53.52
CC(=O)Nc1cc(F)c(S(=O)(=O)N(C2CC2)C2(C#N)CCC2)c(F)c1Cl,76.43,53.51
CC(=O)N1CCc2cc(NC(C)C(=O)c3c(N)n(C)c(=O)n(C)c3=O)ccc21,72.88,53.49
O=C1CN(C(=O)C2CCc3[nH]nc(C(F)(F)F)c3C2)Cc2ccccc2N1,80.05,53.49
