SMILES,QED,ChemAIrank
N#Cc1cc(CN2CCOCC2)cn(Cc2ccc3c(c2)CCC3)c1=O,84.81,50.28
CC1CN(C(=O)C(=O)N2CC(n3cc(C#N)c(=O)[nH]c3=O)C2)CCN1c1nccn2cnnc12,42.08,50.24
CC(C)n1cc2c(n1)CC(NC(=O)c1nc[nH]c1C(F)(F)F)CC2,90.06,50.24
CC(C)CSc1nc2ccccc2n1CCCn1c(=O)c2c(ncn2C)n(C)c1=O,42.46,50.22
c1cc(CN2CCCC(c3nnc4ccccn34)C2)cc(-n2cccn2)c1,56.17,50.21
CC1(C)Cc2cccc(OCC(=O)N3CCC(C(=O)Nc4ccccc4)CC3)c2O1,82.0,50.2
N#Cc1nccn1CC(=O)c1ccc(Cn2ccnc2C#N)cc1,66.75,50.18
CCOC(=O)c1c(C)oc2nc(CN(Cc3nc(N)c4c(C(=O)OCC)c(C)oc4n3)C(C)c3ccccc3OC)nc(N)c12,19.41,50.16
Cc1[nH]c(=O)c(C#N)c(C)c1CCC(=O)N(C)Cc1ccccc1N1CCCC1,81.93,50.13
CN(C)[C@H]1CCC[C@@H]1Nc1ccc2nnc(C(F)(F)F)n2n1,93.93,50.13
CC(=O)N1CCc2c(ncn(Cc3cc(F)ccc3OC(F)F)c2=O)C1,82.86,50.12
O=C(c1cc(-c2ccc(Cl)c(Cl)c2Cl)nc2ccccc12)N1CCN(C(=O)c2cc(-c3ccc(Cl)c(Cl)c3Cl)nc3ccccc23)CC1,16.81,50.1
C[C@@H]1Cc2c(C(=O)NCc3cc(F)c(C#N)c(F)c3)n[nH]c2[C@H](C)O1,89.33,50.08
CC(NC(=O)c1occ2c1CCC2)c1cc(F)ccc1N1CCC(O)CC1,86.38,50.07
CCN(CC)Cc1ccc(CNC(=O)c2ccc3c(c2)CC(C)N3S(C)(=O)=O)cc1,69.98,50.03
Cn1c(=O)c2c(ncn2CC(=O)Nc2ccccc2-c2nc3ccccc3s2)n(C)c1=O,45.64,50.0
O=C(NC1CC2(CN(C(=O)C(F)(F)C3(O)CCCC3)C2)n2ccnc21)c1csc(Cl)n1,71.26,49.99
CCCCn1c(COC(=O)C2CCCN(C(C)=O)C2)nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1,49.19,49.99
Cc1cc(F)cc2c(NCC3(N(C)C)CCOCC3)c(C#N)cnc12,92.51,49.99
O=C(NC1CCN(c2c(F)cccc2F)C1)c1cc(N2CCNC2=O)c(F)cc1F,74.53,49.98
Cc1ccc(C(=O)Nc2cc3c(cc2N2CCCCC2)n(C)c(=O)n3C)c(O)c1O,57.68,49.97
CC(C)Oc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)c1oc2ccccc2c1COc1ccccc1,31.0,49.96
COCCOCCCNc1c(C#N)cnc2c(F)c(F)c(F)cc12,59.15,49.96
Cc1nn(CC(=O)Nc2cc(C(N)=O)cc(C(N)=O)c2)c(=O)c(C#N)c1C,64.5,49.95
CC(Sc1nc(C(C)(C)C)nc2c1c(=O)n(C)c(=O)n2C)C(=O)Nc1cc(Cl)ccc1Cl,43.65,49.94
CC(C)c1c(C(=O)NCC(c2ccccc2)C(C)C)cnn1-c1ccc(C(F)(F)F)cn1,51.76,49.92
Oc1ccc(-c2csc(=NCCc3ccc(Cl)cc3Cl)n2N=Cc2cnn(-c3ccc(F)cc3)c2)cc1O,17.89,49.92
CCN(CC)Cc1ccc(CNC(=O)c2nn(-c3ccccc3C(F)(F)F)c(C)cc2=O)cc1,53.0,49.92
CC(CNC(=O)c1cnc(S)n1-c1ccccc1)N(C)C1CC1,79.97,49.89
CN(Cc1cc(=O)n(C)c(=O)n1C)C1CCC(c2ccccc2)CC1,85.68,49.89
CC(C(=O)NC(c1ccccc1)c1ccccc1)N(C)Cc1ccc(Cl)c(Cl)c1,52.32,49.89
Cc1nccn1CCCNc1c(C#N)cnc2c(F)c(F)c(F)cc12,56.74,49.89
Cn1c(=O)c2c(ncn2CC(=O)N2CC=C(c3ccccc3)CC2)n(C)c1=O,67.25,49.89
Cn1c(=O)c2c(ncn2CC(=O)N2CCCC2Cc2ccccc2)n(C)c1=O,66.51,49.88
CN(c1cc(C#N)c([N+](=O)[O-])c(N(C)C2CC(O)C2)c1)C1CC(O)C1,61.14,49.86
Cc1nnc(N2CCN(CC(=O)Nc3ccc(C(=O)N(C)C)cc3)CC2)c(C#N)c1C,77.84,49.85
Cc1c(NC(=O)c2nn(C(C)C)c(=O)c3ccccc23)c(=O)n(-c2ccccc2)n1C,55.26,49.82
CC(C)Cn1cnc2c1c(=O)n(CC(=O)NCc1ccccc1)c(=O)n2CC(C)C,61.37,49.81
O=C(NC1CCC(N2CCCCC2=O)CC1)c1c(Cl)cccc1Oc1ccc(F)c(Cl)c1,57.44,49.77
Cn1c(=O)c2c(ncn2CCN2C[C@@H]3CN(C(=O)OC(C)(C)C)C[C@@H]3C2)n(C)c1=O,70.85,49.75
Cc1c(NS(=O)(=O)c2ccc(N3CCCCC3C)c([N+](=O)[O-])c2)c(=O)n(-c2ccccc2)n1C,42.1,49.75
CC(C)N1CCCC1C(=O)Nc1cccc2c1CCN(C)C2=O,92.95,49.74
Cc1c(NS(=O)(=O)c2cccc(C(=O)N(C)C3CCN(C)CC3)c2)c(=O)n(-c2ccccc2)n1C,56.44,49.74
Cc1sc2nc(CN3CCOCC3)nc(Nc3ccc4c(c3)NC(=O)C(C)O4)c2c1C,64.2,49.74
Cc1cc(C)c(O)c(-c2n[nH]c3c2C(c2ccccc2)N(Cc2cccnc2)C3=O)c1,51.75,49.74
Cc1n[nH]c(C(C)C)c1C(=O)Nc1ccc(Oc2cccc(C(N)=O)c2)nc1,60.57,49.74
CC(c1ccccc1)N(C)CC(=O)N1c2ccccc2NC(=O)CC1C,91.79,49.73
O=C(NCc1cccnc1)c1ccccc1NC(=O)c1ccc(C2CC2)nc1O,60.13,49.73
Cc1nn(C(C)(C)C)c2nc(C(C)C)cc(C(=O)Nc3ccc(Cl)c(C(N)=O)c3)c12,63.33,49.73
CN1CC[C@@H](NC(=O)c2cc(C(=O)O)co2)[C@@H]1c1ccc(Cl)cc1,88.74,49.72
Cc1ccnc(NC(=O)c2cccc3[nH]c(C(F)F)nc23)c1C1CC1,74.11,49.69
Cc1nn(Cc2ccc(F)cc2)c2sc(C(=O)Nc3ccc(N4CCOCC4)cc3N3CCOCC3)cc12,39.16,49.69
Cc1nn(C)c(NC(=O)N2Cc3ccccc3NC(=O)C2C)c1Cl,83.21,49.68
CCn1cc(C#N)c(=O)n(CC(=O)c2ccc(OC)c(Br)c2)c1=O,72.02,49.68
NS(=O)(=O)Cc1ccc(CNC(=O)c2nn(-c3ccc(F)cc3)c3c2CCC3)cc1,62.77,49.67
CC1CC(C)(C)CC2(C1)NC(=O)N(CC(=O)NC(C)C(O)c1ccc(F)cc1)C2=O,63.88,49.67
Cc1c(C(F)(F)F)n[nH]c1C(=O)N1CCC(c2cccnc2)CC1,91.49,49.67
