SMILES,QED,ChemAIrank
CC(C)CC(NC(N)=O)C(=O)Nc1ccc(-c2nc3ccccc3n2C(F)F)cc1,54.09,67.87
CCc1cccc(CC)c1-n1cc(C(=O)c2cc(C)ccc2O)cc(C#N)c1=O,66.99,67.79
Cc1cccc(C)c1-n1c(=O)c(=Cc2ccccc2OC(F)F)sc1=C(C#N)C(=O)NC(C)C,58.4,67.46
Cc1cc2occ(CC(=O)Nc3ccc(C(N)=O)cc3)c2cc1C(C)C,72.48,67.44
CN(C)C(C(=O)Nc1cncc(Br)c1O)c1cncn1C,87.01,67.41
Cc1cc(C)n(N=Cc2c(F)c(F)c(F)c(F)c2F)c(=O)c1C#N,36.5,67.4
CC(C)c1ncc(OCc2ccccc2)c(C(=O)N2CCC([C@@H](C)O)CC2)n1,82.72,67.2
CC1CCN(CCOc2ccc(NC(=O)c3cncc4nc(C(F)(F)F)n(C)c34)cc2)C1,61.95,67.11
N#Cc1cnc2c(F)c(F)c(F)cc2c1N1CCC(CO)(NCC2CC2)CC1,76.85,66.85
CN1CCC(N(C)S(=O)(=O)c2ccc(NC(=O)c3cc(Cl)cc(Cl)c3OC(F)F)cc2)CC1,57.71,66.82
CC(C)(C)OC(=O)N1CCc2c(NC(=O)C(=O)Nc3ccc(Cl)c(F)c3)cccc21,68.89,66.82
CC(C)(C)c1nc(C#N)c(NCC(c2ccccc2Cl)N2CCOCC2)o1,83.45,66.78
O=c1c(Cl)c(N[C@@H]2c3ccccc3C[C@@H]2O)cnn1-c1ccc(C(F)(F)F)cn1,67.62,66.74
CCc1cccc(CC)c1-n1c(SCc2nc3ccc(Cl)cc3n2CCO)nnc1-c1cccnc1,25.04,66.74
CC(C)C(NC(=O)C12CC3CC(CC(C3)C1)C2)C(=O)C=NN=CC1=C(N2CCOCC2)C(=Cc2ccc([N+](=O)[O-])cc2)CC1,21.92,66.71
CC(C)N1C(=O)CC(C(=O)Nc2ccc(F)c(C(N)=O)c2)C1c1ccc(Cl)c(F)c1,75.03,66.63
CC(C(N)=O)N1CCN(C(C)C(=O)N2CC(=O)Nc3cc(C(F)(F)F)ccc32)CC1,74.32,66.55
CC1CN(C(=O)c2ccc(Oc3cccc(Cl)c3Cl)nn2)CCN1CC(C)(C)O,76.87,66.54
N#Cc1cc(CN2CCOCC2)cn(Cc2cc(F)ccc2OC(F)F)c1=O,75.38,66.4
CN(CC(=O)N(CCC(N)=O)Cc1ccccc1)C1c2cc(Cl)cc(Cl)c2CC1O,64.78,66.35
c1cnc(N2CCN(CCCNc3nc4ccccc4nc3N3CCOCC3)CC2)nc1,56.05,66.22
CN1CCN(c2ccc(Cl)cc2NC(=O)c2nn(-c3ccc(F)cc3)c3c2CCC3)CC1,64.42,66.06
CC(c1ccccc1)N(C)Cc1cc(=O)n(C)c(=O)n1C,85.08,66.0
Cc1c(NS(=O)(=O)c2cccc(C(=O)OCC(=O)N(C)C3CCCCC3)c2)c(=O)n(-c2ccccc2)n1C,43.83,65.86
CCCCCCn1c(N2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)nc2c1c(=O)[nH]c(=O)n2C,48.52,65.82
CC(C)Nc1sc(C(=O)Nc2c(F)c(F)c(F)c(F)c2F)c(N)c1C(N)=O,34.6,65.81
CN1CCC(N2CCC(N(C)C(=O)c3cc4c(cc3F)NC(=O)CC4)C2)CC1,86.01,65.78
Cn1cnc2c1c(=O)n(CCCN1CCC(c3c[nH]c4ccccc34)CC1)c(=O)n2C,53.67,65.73
Cn1cnc2c1c(=O)n(CC(=O)N1CCCCC1c1nc3ccccc3s1)c(=O)n2C,48.61,65.69
Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1C(=O)c1cc(S(=O)(=O)N2CCOCC2)ccc1Cl,57.35,65.67
CC(C)Cn1cnc2c1c(=O)n(Cc1cc(=O)[nH]c(=O)[nH]1)c(=O)n2Cc1ccccc1,46.74,65.61
CCN(CC)c1nc(N)c2c(N)nc3c(c2c1C#N)CC(=O)N3c1ccc(S(N)(=O)=O)cc1,49.92,65.54
CC(=O)Oc1c(C)c(C)c2c(c1C)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,21.2,65.51
Cc1nc2n(n1)CCN(c1c(C#N)cnc3c(F)c(F)c(F)cc13)C2,63.43,65.49
COc1cc(OC)c2ncc(C#N)c(NCc3cccnc3OCC(F)(F)F)c2c1,61.86,65.41
OC1CC2CCC(C1)N2c1ncc(Cl)c(N2C3CCC2CC(O)C3)n1,83.7,65.4
CCCCCCCCOc1ccc(Nc2nc3ccccc3nc2NS(=O)(=O)c2cccc([N+](=O)[O-])c2)cc1,9.93,65.37
Cn1c(=O)n(C)c2cc(N3CCCCC3)c(NC(=O)c3cnc(Oc4ccccc4)cn3)cc21,49.01,65.36
Cc1cc(Cl)c2ncc(C#N)c(N(C)CC3(O)CCOCC3)c2c1,92.55,65.3
CC1(C)C(/C=C/C=C/C=C/C=C2\\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21.[Na+],5.56,65.28
CC(C)c1ccc(-n2cc(O)c(C(=O)N(C)C3CCN(C(=O)OC(C)(C)C)CC3)n2)cc1,76.77,65.26
CC(C(=O)Nc1ccc(C(N)=O)cc1)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,77.35,65.21
Cn1cnc2c1c(=O)n(CC(=O)N1CCCCC1Cc1ccccc1)c(=O)n2C,66.14,65.18
CCCCCCCCn1c(N2CCN(c3cccc(Cl)c3)CC2)nc2c1c(=O)[nH]c(=O)n2C,47.95,65.08
Cc1cc(C)c2ncc(C#N)c(N3CCC(O)(C(F)(F)F)C3)c2c1,86.92,65.04
CN1C=C(C(F)(F)F)C=CC1=C(C#N)C(=O)Nc1cc(C(F)(F)F)ccc1Cl,41.41,65.01
Cn1c(COC(=O)c2ccc3c(c2)NC(=O)C2CCCN32)cc(=O)n(C)c1=O,76.7,64.99
COc1c(C)c2c(c(O)c1CC=C(C)CCC(=O)Nc1cn[nH]c1)C(=O)OC2,49.87,64.9
Cn1cnc2c1c(=O)n(CC(=O)Nc1ccccc1N1CCCC1)c(=O)n2C,71.59,64.88
c1cnn(-c2ccc(CN3CCCC(c4nnc5n4CCCCC5)C3)cc2)c1,69.85,64.79
Cn1c(=O)c2c(ncn2CCC(=O)N2CCC(C(=O)Nc3ccccc3)CC2)n(C)c1=O,63.05,64.69
COc1cc(NC(=O)COc2c(Br)cnc3c2CN(C(=O)OC(C)(C)C)CC3)cc(OC)c1,60.82,64.68
CC(C(=O)N1CC(=O)Nc2ccccc21)N1CCCc2ccccc2CC1,89.27,64.57
CC1(C)CC2CC(C)(CN2Cc2c(O)ccc3cc(-c4ccc5ccccc5n4)c(=O)oc23)C1,37.82,64.49
CCn1cc(C(=O)OCC(=O)NC(=O)NC2CCCCC2C)c(=O)c2cc(F)c(N3CCN(C(C)=O)CC3)cc21,52.19,64.44
CC1CN(C(=O)c2cc(-c3ccc(Cl)cc3Cl)on2)C(C)CN1C,80.89,64.4
CC(C)c1ccc(N2C(=O)Cc3c2nc(N)c2c(N)nc(N4CCOCC4)c(C#N)c32)cc1,63.09,64.4
CCCCn1c(CCC(=O)NC(CC(C)C)c2ccccc2)nc2c1c(=O)[nH]c(=O)n2CCCC,37.95,64.32
CCCCn1c(=O)c(CCC(=O)OC(C)C(=O)NC2CCCCC2)nc2ccccc21,61.87,64.27
Cc1[nH]c(=O)c(C#N)c(C)c1CCC(=O)N(C)CC(=O)Nc1ccc(Cl)c(Cl)c1,72.69,64.23
Cc1nccn1-c1ccccc1CNc1cnn(-c2ccc(C(F)(F)F)cn2)c(=O)c1Cl,47.72,64.21
CC1C(=O)Nc2ccccc2CN1C(=O)Nc1cc2c(cn1)CCC2,84.07,64.19
CCN(CC)c1ccc(C=C2CCC(C=NN3CCN(C(c4ccccc4)c4ccccc4)CC3)=C2N2CCOCC2)cc1,24.64,64.1
Cn1c(=O)c2ccc(C(=O)N3CCCN(C4CCCC4)CC3)nc2n(C)c1=O,76.11,63.96
CC(C)c1cccc(C(C)C)c1NC(=O)CC1(CC(=O)N2CCOCC2)CCCC1,67.75,63.95
CC1(C)C(C=C(Cl)Cl)C1C(=O)Nc1ncc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)s1,48.72,63.93
N#Cc1ncn(Cc2ccccc2Oc2cccnc2)c1C#N,73.9,63.93
Cn1cnc2c1c(=O)n(CC(=O)Nc1cccc(N3CCCC3=O)c1)c(=O)n2C,67.72,63.92
Cc1cc(N2CCN(C(=O)C(NC(=O)c3c(F)cccc3F)C(C)C)CC2)nc(C(C)C)n1,71.74,63.87
Cc1c(N(C)S(=O)(=O)c2cccc(C(=O)Nc3cccnc3)c2)c(=O)n(-c2ccccc2)n1C,45.96,63.86
CC(C)Cn1cnc2c1c(=O)n(CC(=O)Nc1ccon1)c(=O)n2CC(C)C,65.19,63.86
Cc1ncn(CC(=O)N(C)C2CCCc3ccccc32)c(=O)c1C,87.06,63.77
Cc1ccc(O)c(-c2n[nH]c3c2C(c2cccc(O)c2)N(Cc2cccnc2)C3=O)c1,47.12,63.72
CC(C)C1(C)N=C(c2ncc(C(=O)NC3CC3)cc2O)NC1=O,76.97,63.72
CC1(C)CC(=O)c2c(n(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c3ccc(NS(=O)(=O)c4ccc(C(C)(C)C)cc4)cc23)C1,25.0,63.71
Cn1c(=O)c2c(ncn2CCOC(c2ccccc2)c2ccccc2)n(C)c1=O,50.63,63.53
