SMILES,QED,ChemAIrank
CN(C)C(CNc1ccc2nnc(C(F)(F)F)n2n1)c1c(F)cccc1Cl,66.01,48.94
COc1ccc(C)cc1-n1ccc(C(=O)Nc2cccc3c2N(C(C)=O)CC3)n1,74.12,48.92
N=c1c(C(=O)NCc2ccccc2)cc2c(=O)n3ccccc3nc2n1CCCN1CCOCC1,39.92,48.92
COc1ccc(CCN(C)C2CCN(Cc3ncc(C)c(OC)c3C)CC2)cc1,67.63,48.92
CN1CC2CN(c3c(C#N)cnc4c(Cl)cccc34)CCN2C1=O,79.82,48.92
CC1CC(=O)Nc2ccccc2N1C(=O)CN(C)Cc1cc(=O)n(C)c(=O)n1C,79.67,48.92
Cc1c(NC(=O)C(C)N2CC(C)CC(C)C2)c(=O)n(-c2ccccc2)n1C,90.03,48.9
CC1=Nc2nc3c(c4c(C#N)c(N5CCCC5)nc(c24)N1)CC(=O)N3c1ccc(C)c(C)c1,50.6,48.9
Cc1c(C#N)c(NC(=O)COC(=O)C2CCCN2C(=O)NC2CCCCC2)n(C2CCCC2)c1C,59.15,48.89
CCCOc1ccccc1NC(=O)CN1c2ccccc2CCC1C,85.57,48.88
Cc1c(CCC(=O)NCC2Cc3ccccc3O2)c(=O)[nH]c2c1c(=O)[nH]n2C,60.95,48.85
CCCn1cc(C(=O)c2cc(F)ccc2OCC(=O)Nc2ccc(Cl)cc2F)cc(C#N)c1=O,47.9,48.84
CC(C)CCn1c(-c2ccccc2OC(F)F)nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1,43.16,48.83
CCN(CC(=O)Nc1c(C)cccc1C)C(=O)c1cncc(C(=O)O)c1,82.92,48.8
CN(c1cnc(C#N)cn1)C1CCN(c2ccccc2Cl)C1=O,86.41,48.78
Cn1cnc2c1c(=O)n(CC(=O)N1CCCC1c1ccc3c(c1)OCCCO3)c(=O)n2C,60.27,48.77
CC1CCN(C(=O)OC(C)(C)C)C(C(=O)NCc2ccc(N3CCCC(C(N)=O)C3)cc2)C1,70.56,48.74
CCOC(=O)c1ccc2c(c1)N(CCCS(=O)(=O)[O-])C(=CC=Cc1n(CC)c3ccc(C(=O)OCC)cc3[n+]1CCCS(=O)(=O)[O-])N2CC.[Na+],8.54,48.69
CCCCn1c(SCC(=O)Nc2nc(-c3ccc(Cl)c(Cl)c3)cs2)nnc1C(CC)N(C)C,29.72,48.66
Cn1c(=O)c2ccc(C(=O)NCC(c3c(F)cccc3Cl)N3CCCC3)nc2n(C)c1=O,63.0,48.66
Cc1c(C#N)c(NC(=O)CC(n2cccn2)C(F)(F)F)nn1C,92.96,48.66
Cn1[nH]c(=O)c2c(C(=O)NNc3c(Cl)cc(Cl)cc3Cl)cc(C3CC3)nc21,55.25,48.65
CC(C)(C)n1cc(C(=O)NCC(c2ccccc2Cl)N2CCOCC2)nn1,84.73,48.64
CN(Cc1cc(=O)n(C)c(=O)n1C)C(c1ccccc1)c1ccccc1,71.01,48.62
CC1CCc2[nH]c3c(C(=O)N(C)Cc4nc5ccsc5c(=O)[nH]4)cccc3c2C1,54.2,48.61
Cc1nc2c(c(C)c1CCC(=O)Nc1cccc(CCC(=O)O)c1)c(=O)[nH]n2C,56.71,48.61
Cc1nc(C(C)C)sc1C(=O)NCC(C(C)C)N1CCOCC1,86.56,48.56
CC(C)Cc1nc(C#N)c(NCC(c2ccccc2Cl)N2CCOCC2)o1,77.53,48.54
COc1ccccc1CNC(=O)CCCn1cnc2c1c(=O)n(C)c(=O)n2C,63.98,48.53
COc1ccc(-c2nnn(CC(=O)Nc3c(C#N)c(C)c(C)n3CC3CCCO3)n2)cc1OC,53.71,48.52
Cc1ccc(CN(C(=O)c2cc(C(=O)O)ccn2)C2CC2)cc1C,91.66,48.51
CN(C)S(=O)(=O)c1cccc(NC(=O)Cn2c(Cl)nc3c2c(=O)n(C)c(=O)n3C)c1,53.92,48.49
CC(NC(C)c1ccc(F)cc1)C(=O)c1c(N)n(C)c(=O)n(C)c1=O,77.62,48.48
CN(C[C@@H]1CCCN(C)[C@H]1c1cnn(C)c1)C(=O)c1cc2[nH]cnc2cc1F,75.07,48.48
Cn1oc(C(=O)NC[C@H]2C[C@H]3CC[C@@H](C2)N3c2ccnc(C(C)(C)C)n2)cc1=O,84.75,48.48
Cc1nc(C(=O)N2CCCCC2Cc2ccccc2)c(=O)[nH]c1C,94.32,48.48
CC(Nc1ccc(C(F)(F)F)cn1)c1cncc(F)c1,87.14,48.44
CC(C)c1occc1C(=O)N1C[C@@H]2C[C@H]1CN2C(=O)C1Cc2cccnc2C1,82.23,48.43
COc1cc2c(cc1OC)C(CC(=O)O)N(C(=O)c1cccc3ccc(C)nc13)CC2,67.59,48.42
Cc1c(NC(=O)C(C)N(C)Cc2ccc(F)cc2)c(=O)n(-c2ccccc2)n1C,69.67,48.4
CSc1cccc(Nc2ccc(NC(=O)c3nccc4[nH]ccc34)nc2)c1,44.14,48.39
