SMILES,QED,ChemAIrank
Cc1cc(O)c(-c2n[nH]c3c2C(c2ccccc2F)N(Cc2cccnc2)C3=O)cc1C,49.46,52.89
NC(=O)c1cc(NC(=O)c2c(Cl)cccc2Oc2ccc(F)c(Cl)c2)ccc1F,55.99,52.87
CC1(C)CC2CC(C)(CN2C(=O)C(Cc2ccccc2)N2C(=O)c3ccccc3C2=O)C1,67.9,52.85
CCC(C(=O)OC)N(Cc1cc(=O)n(C)c(=O)n1C)c1ccccc1,73.17,52.85
CC(=O)N1CCc2cc(NC(=O)C(=O)NNc3c(Cl)cc(Cl)cc3Cl)ccc21,50.09,52.85
COc1cc2c(C(=O)NCC(C)(C)N3CCCC(C)C3)c[nH]c2cc1Cl,82.53,52.84
Cc1ccc(NC(=O)c2cnn(-c3ccc(C(F)(F)F)cn3)c2C(C)C)cc1C(F)(F)F,49.1,52.82
CCC(NC(=O)c1ccnc2c1CC(=O)N2)C(c1ccc(C)cc1)n1cncn1,67.23,52.82
Cc1cc(C(=O)Nc2cc(C(N)=O)cc(C(N)=O)c2)nn1-c1ccc(F)cc1,62.09,52.8
CC(C)Cn1c(=O)[nH]c(=O)c2c(C(=O)NCc3cncs3)cc(C(C)C)nc21,65.83,52.8
CC(N=c1scc(-c2ccc3c(c2)NC(=O)CO3)n1N=Cc1cnn(-c2ccc(F)cc2)c1)c1ccc(Cl)cc1Cl,21.76,52.79
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C4CC(=O)N(CCC(C)C)C4=O)CC3)cc21,59.85,52.78
CC(=O)N1c2cc(C(c3ccccc3)(c3ccccc3)c3ccccc3)ccc2C(C)(c2ccc(C)cc2)CC1(C)C,20.01,52.77
Cn1c(=O)c2c(ncn2CC(=O)N2CCN(Cc3nc4ccccc4s3)CC2)n(C)c1=O,44.34,52.76
CC(c1nnc(N(C)C2Cc3ccccc3C2)n1C)N1CCSCC1,84.05,52.75
FC(F)COc1cnc(-c2noc(-c3cnnn3-c3cc(C(F)(F)F)ccc3Cl)n2)cn1,38.56,52.74
c1ccc(-c2nnc3ccc(Nc4ccc(N5CCCCC5)nc4)nn23)nc1,58.81,52.66
Cc1c(NC(=O)c2nn(CCO)c(=O)c3ccccc23)c(=O)n(-c2ccccc2)n1C,50.85,52.65
CC(C)(C)C1CCc2nc3ccccc3c(C(=O)OCC(=O)Nc3ccc(C(N)=O)cc3)c2C1,55.33,52.65
CCC(C)C(NC(=O)c1ccccc1)C(=O)N(C)Cc1cc(C(C)(C)C)[nH]n1,76.67,52.64
CCCCCCn1c(N2CCC(Cc3ccccc3)CC2)nc2c1c(=O)[nH]c(=O)n2C,56.31,52.63
Cn1[nH]c(=O)c2c(C(=O)Nc3ccc(O)cc3F)cc(C3CC3)nc21,63.56,52.6
C[C@@H]1Cc2c(C(=O)NCc3ccccc3OCC(C)(C)O)n[nH]c2[C@H](C)O1,72.3,52.59
Cn1c(N2CCN(c3cc(C(F)(F)F)ccn3)CC2)c(C#N)c(=O)n(C)c1=O,74.53,52.58
CCCCN(CCCC)c1nc2ccccc2nc1C(C#N)C(=O)NCc1ccccc1,46.58,52.53
CCc1nnc(C)cc1C(=O)N1CCN(c2cncc3ccccc23)CC1,71.78,52.51
CCCn1c(=O)[nH]c(=O)c2c1nc(CCc1ccccc1)c(=O)n2CCOC,62.67,52.49
COc1cc2nccc(Oc3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)c2cc1OC,25.41,52.49
CC(C)Cn1c(=O)[nH]c(=O)c2c(C(=O)NCc3cccnc3)cc(C(C)C)nc21,66.48,52.48
CC(C)c1cc(C(=O)C(C#N)C(=O)NC2CCCC2)nn1C(C)(C)C,65.63,52.46
CN1CCN(c2nc3ccc(NC(=O)c4cncc5nc(C(F)(F)F)n(C)c45)cc3s2)CC1,48.79,52.45
Cc1cccc(-c2[nH]ncc2CN2CCC(Oc3ccnc(C(N)=O)c3)CC2)c1,67.33,52.45
Cc1nc2c(c(C)c1CC(=O)N1CCCCCC1c1cccn1C)c(=O)[nH]n2C,74.08,52.42
COC1CN(C(=O)OC(C)(C)C)CC1NC(=O)c1cnc2c(c1)c(=O)n(C)c(=O)n2C,72.21,52.42
Cc1nn(C)c(Oc2cccnc2)c1NC(=O)C(C)c1ccccc1,77.19,52.42
CC(C)C(C)NC(=O)c1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(O)c1,75.67,52.41
CC(C)c1nc(C#N)c(NCC(c2ccccc2Cl)N2CCOCC2)o1,82.83,52.41
Cc1cnn(-c2cc(C(=O)N3CCN(c4ncccc4C(N)=O)CC3)c(N)cc2F)c1,61.1,52.41
O=C(O)c1ccc(C(=O)N2CCCN(c3ccc(C(F)(F)F)cn3)CC2)cn1,86.12,52.39
CC(C)c1cc(N(C)CCN(C)C(=O)c2nccnc2C(N)=O)nc(C(C)C)n1,71.9,52.37
Cc1cc(O)cc(=O)n1CC(=O)N1CCC(Cc2ccccc2)CC1,92.92,52.35
CC(C)Oc1cc(C(N)=O)ccc1NC(=O)c1cccc(C(F)(F)F)c1N,68.98,52.33
Cn1cncc1C(CO)NC(=O)c1noc2c1CCc1ccccc1-2,75.42,52.32
Cn1oc(C(=O)N2CCC(=O)NCCN(c3cc(C(F)(F)F)nc(-c4cccnc4)n3)CC2)cc1=O,56.5,52.31
CC(=O)c1c(C)[nH]c(C(=O)OCC(=O)c2c(N)n(CC(C)C)c(=O)n(C)c2=O)c1C,50.3,52.31
CC(C)(C)Cc1nc(-c2cccc(C(=O)Oc3ccc(NC(=O)OC(C)(C)C)cc3Cl)c2)no1,32.27,52.3
Cn1nnc2cc(C(=O)C(C#N)C(=O)Nc3ccc(Cl)cc3Cl)ccc21,54.64,52.28
CC(C)c1cccc(C(C)C)c1NCCOC(=O)c1cc(C(N)=O)cn1C,54.78,52.28
CC1Cc2ccccc2N1CCNC(=O)c1cc2c(cc1F)NC(=O)CC2,87.36,52.26
O=C(Nc1ccc(Cl)cn1)C1CCCN(c2ccncc2CO)C1,88.88,52.23
N#Cc1ccccc1OCCN1CCN(C(=O)C2(C(F)F)CC2)CC1,78.95,52.2
Cc1cc(S(C)(=O)=O)cc(C(=O)NC(CO)c2ccccc2OC(F)(F)F)c1C,73.35,52.16
CCOC(=O)C[n+]1cccc(-c2nn(-c3ccccc3)cc2C=C(NC(=O)c2ccccc2)C(=O)NC(CC(N)=O)C(=O)O)c1.[Br-],7.5,52.15
