SMILES	LogP	Donors	Acceptors	Rotable Bonds	Molecule Weight	Surface Area	CDK2 inhibitor	CDK2 pki	Allosteric or not	Type I or II	Type I1/2 or II	Type I or I1/2	final Decision
CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1.O	6.409	2	2	1	474.726	206.835	No	5.628	No	I	I1/2	I	Type I	
CCCCn1c(Cn2ncc(Cl)c(Cl)c2=O)nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1	2.647	1	8	7	475.336	191.414	Yes	5.830	No	I	II	I	Type I	
CN(Cc1cccc(OC(F)(F)F)c1)C(=O)c1ccc(C#N)cn1	3.124	0	4	4	335.285	135.457	No	5.208	No	I	II	I	Type I	
Cc1noc(C)c1S(=O)(=O)N[C@@H](C)C(=O)Nc1ncc(C(O)(C(F)(F)F)C(F)(F)F)s1	2.366	3	8	6	496.411	174.043	Yes	5.609	No	I	I1/2	I	Type I	
CC(C)(C)c1cc(C(=O)N2CCN(c3oc(C4CC4)nc3C#N)CC2)c(O)c(C(C)(C)C)c1	4.687	1	6	3	450.583	195.563	No	5.706	No	I	I1/2	I	Type I	
CC1CN(c2c(C#N)cnc3c(Cl)cccc23)CCC1N1CCN(C)CC1	3.222	0	5	2	383.927	165.676	No	5.356	No	I	I1/2	I	Type I	
Cn1c(=O)c2c(ncn2CC(=O)NCC(c2cccs2)N2CCCC2)n(C)c1=O	0.449	1	9	6	416.507	170.746	Yes	5.580	No	I	II	I	Type I	
CC1Oc2c(cccc2C(=O)NCc2ccc(CN(C)C(C)C)cc2)NC1=O	3.176	2	4	6	381.476	165.428	No	5.708	No	I	II	I	Type I	
CN(CC1CCCCO1)c1ncc(Br)c(N(C)CC2CCCCO2)n1	3.250	0	6	6	413.360	158.583	No	5.721	No	I	I1/2	I	Type I	
CC(C)(CNC(=O)C1CCCc2ccccc21)N1CCOCC1	2.334	1	3	4	316.445	138.749	Yes	5.563	No	I	I1/2	I	Type I	
Cc1cc(NC(=O)c2cnn(-c3ccc(C(F)(F)F)cn3)c2C(C)C)ccc1Oc1cccnc1	6.158	1	6	6	481.478	199.160	Yes	5.703	No	II	II	I	Type II	
CCCCn1c(N)c(N(C)C(=O)c2cc3c(s2)-c2ccc(OC)cc2CC3)c(=O)[nH]c1=O	3.031	2	7	6	454.552	188.812	Yes	5.372	No	I	I1/2	I	Type I	
CC(C)c1ccc(C2CCCCN2C(=O)c2cnc(C(=O)O)cn2)cc1	3.666	1	4	4	353.422	152.448	No	5.632	No	I	I1/2	I	Type I	
Cc1nc(NC(=O)CCCn2cnc3c2c(=O)n(C)c(=O)n3C)sc1-c1nccn1C	1.018	1	11	6	442.505	180.178	Yes	5.950	No	I	I1/2	I	Type I	
Cc1ccc(Nc2nc(N)nc(Cn3cnc4c3c(=O)n(C)c(=O)n4C)n2)cc1	0.301	2	11	4	393.411	164.057	Yes	6.370	No	I	I1/2	I	Type I	
Cc1cc(-n2ccnc2)ccc1Cn1cnc(C#N)c1C#N	2.169	0	6	3	288.314	127.068	No	5.421	No	I	I1/2	I	Type I	
CC(C)c1ccc(C=Nn2c(-c3ccc(O)c(C(N)=O)c3)csc2=NC2CC2)cc1	4.090	2	6	6	420.538	178.586	Yes	5.632	No	I	I1/2	I	Type I	
CC(C)c1cc(N(C)CCn2cnc3c2c(=O)n(C)c(=O)n3C)n[nH]1	0.417	1	8	5	345.407	144.068	Yes	5.630	No	I	I1/2	I	Type I	
CC1=C(C#N)C(=O)N(C2CCS(=O)(=O)C2)C(=O)C1=Cc1ccc(-c2cc(Cl)ccc2Cl)o1	4.033	0	6	3	491.352	193.979	No	5.692	No	I	II	I	Type I	
Cc1nc(C=Cc2cnc(C(C)(C)C)s2)[nH]c(=O)c1CCC(=O)O	3.020	2	5	5	347.440	143.865	Yes	5.312	No	I	I1/2	I	Type I	
CC(c1ccc(Cl)cc1)C(C)N(C)C(=O)c1cc(C(=O)O)ccn1	3.697	1	3	5	346.814	145.443	No	5.433	No	I	II	I	Type I	
CC(C(=O)Nc1cccc(F)c1)N1CCCN(c2ccc(C(F)(F)F)cn2)CC1	3.779	1	4	4	410.415	165.880	Yes	5.522	No	I	II	I	Type I	
COc1cc(C=Nn2c(-c3ccc(O)c(C(N)=O)c3)csc2=NC2CCCCC2)ccc1O	3.851	3	8	6	466.563	194.858	Yes	5.569	No	I	I1/2	I	Type I	
Cc1[nH]nc(C(=O)Nc2ccc(N3CCNC(=O)C3)nc2)c1[N+](=O)[O-]	0.210	3	7	4	345.319	141.125	Yes	5.760	No	I	I1/2	I	Type I	
Cc1cc2nc(C)c(N3C[C@@H](C(N)=O)[C@H](c4cnn(C)c4C)C3)nc2cc1C	2.302	1	6	3	378.480	164.122	Yes	5.802	No	I	I1/2	I	Type I	
Cc1nn(C)c(C)c1C(C)C(=O)Nc1cc(C(=O)O)ccn1	1.872	2	5	4	302.334	127.537	Yes	5.621	No	I	II	I	Type I	
CC(NC(=O)c1n[nH]c2c1CCC2)c1cc(F)ccc1N1CCC(O)CC1	2.490	3	4	4	372.444	157.319	Yes	5.867	No	I	I1/2	I	Type I	
Cc1cc(C(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c(C)n1C1CCS(=O)(=O)C1	3.273	0	7	5	498.571	197.028	No	5.632	No	I	I1/2	I	Type I	
Cc1c(CCC(=O)NCc2ccnc(OCc3ccccc3)c2)c(=O)[nH]c2c1c(=O)[nH]n2C	2.086	3	6	8	447.495	188.976	Yes	6.090	No	I	I1/2	I	Type I	
Cc1ccc(NC(=O)COc2ccc(F)c3c2C(=O)CC3C)cc1S(=O)(=O)N1CCOCC1	2.862	1	6	6	476.526	191.277	No	5.725	No	I	II	I	Type I	
CC(C)n1ccnc1C(=O)Nc1ccc(C(N)=O)c(N2CCCCC2)c1	2.806	2	5	5	355.442	152.743	Yes	6.096	No	I	I1/2	I	Type I	
Cc1nn(-c2cccc(C(F)(F)F)c2)c2c1C=Nc1cc(S(=O)(=O)N3CCOCC3)ccc1O2	4.077	0	7	3	492.479	192.835	No	5.444	No	I	II	I	Type I	
N#Cc1cc(CN2CCOCC2)cn(Cc2ccc3c(c2)CCC3)c1=O	2.089	0	5	4	349.434	152.983	No	5.454	No	I	I1/2	I	Type I	
CC1CN(C(=O)C(=O)N2CC(n3cc(C#N)c(=O)[nH]c3=O)C2)CCN1c1nccn2cnnc12	-2.033	1	11	2	464.446	191.204	No	5.703	No	I	II	I	Type I	
CC(C)n1cc2c(n1)CC(NC(=O)c1nc[nH]c1C(F)(F)F)CC2	2.493	2	4	3	341.337	136.011	Yes	5.528	No	I	I1/2	I	Type I	
CC(C)CSc1nc2ccccc2n1CCCn1c(=O)c2c(ncn2C)n(C)c1=O	2.622	0	9	7	426.546	177.719	No	5.875	No	I	I1/2	I	Type I	
c1cc(CN2CCCC(c3nnc4ccccn34)C2)cc(-n2cccn2)c1	3.295	0	6	4	358.449	157.622	No	5.633	No	I	I1/2	I	Type I	
CC1(C)Cc2cccc(OCC(=O)N3CCC(C(=O)Nc4ccccc4)CC3)c2O1	3.656	1	4	5	408.498	176.716	No	5.606	No	I	II	I	Type I	
N#Cc1nccn1CC(=O)c1ccc(Cn2ccnc2C#N)cc1	1.754	0	7	5	316.324	137.595	No	5.496	No	I	I1/2	I	Type I	
CCOC(=O)c1c(C)oc2nc(CN(Cc3nc(N)c4c(C(=O)OCC)c(C)oc4n3)C(C)c3ccccc3OC)nc(N)c12	4.666	2	14	11	617.663	258.224	No	5.514	No	I	II	I1/2	Type I	
Cc1[nH]c(=O)c(C#N)c(C)c1CCC(=O)N(C)Cc1ccccc1N1CCCC1	3.055	1	4	6	392.503	171.317	Yes	5.414	No	I	I1/2	I	Type I	
CN(C)[C@H]1CCC[C@@H]1Nc1ccc2nnc(C(F)(F)F)n2n1	2.038	1	6	3	314.315	124.865	Yes	5.562	No	I	I1/2	I	Type I	
CC(=O)N1CCc2c(ncn(Cc3cc(F)ccc3OC(F)F)c2=O)C1	1.937	0	5	4	367.327	146.380	No	5.713	No	I	II	I	Type I	
O=C(c1cc(-c2ccc(Cl)c(Cl)c2Cl)nc2ccccc12)N1CCN(C(=O)c2cc(-c3ccc(Cl)c(Cl)c3Cl)nc3ccccc23)CC1	10.636	0	4	4	755.316	305.251	No	6.836	No	I	II	I1/2	Type I	
C[C@@H]1Cc2c(C(=O)NCc3cc(F)c(C#N)c(F)c3)n[nH]c2[C@H](C)O1	2.512	2	4	3	346.337	142.348	Yes	5.555	No	I	I1/2	I	Type I	
CC(NC(=O)c1occ2c1CCC2)c1cc(F)ccc1N1CCC(O)CC1	3.360	2	4	4	372.440	157.717	Yes	5.782	No	I	I1/2	I	Type I	
CCN(CC)Cc1ccc(CNC(=O)c2ccc3c(c2)CC(C)N3S(C)(=O)=O)cc1	3.169	1	4	8	429.586	179.489	Yes	5.911	No	I	I1/2	I	Type I	
Cn1c(=O)c2c(ncn2CC(=O)Nc2ccccc2-c2nc3ccccc3s2)n(C)c1=O	2.349	1	9	4	446.492	184.761	Yes	5.969	No	I	II	I	Type I	
O=C(NC1CC2(CN(C(=O)C(F)(F)C3(O)CCCC3)C2)n2ccnc21)c1csc(Cl)n1	2.346	2	7	4	471.917	184.775	Yes	5.417	No	I	I1/2	I	Type I	
CCCCn1c(COC(=O)C2CCCN(C(C)=O)C2)nc2c1c(=O)[nH]c(=O)n2Cc1ccccc1	2.036	1	8	8	481.553	202.081	Yes	5.540	No	I	I1/2	I	Type I	
Cc1cc(F)cc2c(NCC3(N(C)C)CCOCC3)c(C#N)cnc12	3.077	1	5	4	342.418	146.958	Yes	5.293	No	I	I1/2	I	Type I	
O=C(NC1CCN(c2c(F)cccc2F)C1)c1cc(N2CCNC2=O)c(F)cc1F	2.781	2	3	4	422.382	169.001	Yes	5.152	No	I	II	I	Type I	
Cc1ccc(C(=O)Nc2cc3c(cc2N2CCCCC2)n(C)c(=O)n3C)c(O)c1O	2.839	3	7	3	410.474	173.519	Yes	5.780	No	I	I1/2	I	Type I	
CC(C)Oc1ccc(S(=O)(=O)N2CCOCC2)cc1NC(=O)c1oc2ccccc2c1COc1ccccc1	5.072	1	7	9	550.633	226.873	No	5.337	No	I	II	I	Type I	
COCCOCCCNc1c(C#N)cnc2c(F)c(F)c(F)cc12	2.989	1	5	8	339.317	136.553	Yes	5.446	No	I	I1/2	I	Type I	
Cc1nn(CC(=O)Nc2cc(C(N)=O)cc(C(N)=O)c2)c(=O)c(C#N)c1C	-0.432	3	7	5	368.353	152.929	Yes	6.322	No	I	I1/2	I	Type I	
CC(Sc1nc(C(C)(C)C)nc2c1c(=O)n(C)c(=O)n2C)C(=O)Nc1cc(Cl)ccc1Cl	3.751	1	8	4	496.420	198.517	Yes	5.650	No	I	I1/2	I	Type I	
CC(C)c1c(C(=O)NCC(c2ccccc2)C(C)C)cnn1-c1ccc(C(F)(F)F)cn1	5.579	1	4	7	444.501	185.230	Yes	5.607	No	II	I1/2	I	Type II	
Oc1ccc(-c2csc(=NCCc3ccc(Cl)cc3Cl)n2N=Cc2cnn(-c3ccc(F)cc3)c2)cc1O	6.285	2	8	7	568.461	230.553	No	5.489	No	I	I1/2	I	Type I	
CCN(CC)Cc1ccc(CNC(=O)c2nn(-c3ccccc3C(F)(F)F)c(C)cc2=O)cc1	4.332	1	5	8	472.511	195.577	Yes	5.631	No	I	II	I	Type I	
CC(CNC(=O)c1cnc(S)n1-c1ccccc1)N(C)C1CC1	2.374	2	5	6	330.457	141.667	Yes	5.275	No	I	I1/2	I	Type I	
CN(Cc1cc(=O)n(C)c(=O)n1C)C1CCC(c2ccccc2)CC1	2.242	0	5	4	341.455	148.074	No	5.905	No	I	I1/2	I	Type I	
CC(C(=O)NC(c1ccccc1)c1ccccc1)N(C)Cc1ccc(Cl)c(Cl)c1	5.720	1	2	7	427.375	181.813	No	5.646	No	I	II	I	Type I	
Cc1nccn1CCCNc1c(C#N)cnc2c(F)c(F)c(F)cc12	3.531	1	5	5	345.328	141.292	Yes	5.463	No	I	I1/2	I	Type I	
Cn1c(=O)c2c(ncn2CC(=O)N2CC=C(c3ccccc3)CC2)n(C)c1=O	0.750	0	7	3	379.420	160.502	Yes	5.710	No	I	II	I	Type I	
Cn1c(=O)c2c(ncn2CC(=O)N2CCCC2Cc2ccccc2)n(C)c1=O	0.667	0	7	4	381.436	161.191	Yes	5.708	No	I	II	I	Type I	
CN(c1cc(C#N)c([N+](=O)[O-])c(N(C)C2CC(O)C2)c1)C1CC(O)C1	1.385	2	7	5	346.387	145.588	Yes	5.751	No	I	I1/2	I	Type I	
Cc1nnc(N2CCN(CC(=O)Nc3ccc(C(=O)N(C)C)cc3)CC2)c(C#N)c1C	1.428	1	7	5	421.505	181.815	Yes	5.718	No	I	I1/2	I	Type I	
Cc1c(NC(=O)c2nn(C(C)C)c(=O)c3ccccc23)c(=O)n(-c2ccccc2)n1C	3.028	1	7	4	417.469	177.886	No	5.594	No	II	I1/2	I	Type II	
CC(C)Cn1cnc2c1c(=O)n(CC(=O)NCc1ccccc1)c(=O)n2CC(C)C	1.988	1	7	8	411.506	174.717	Yes	5.620	No	I	I1/2	I	Type I	
O=C(NC1CCC(N2CCCCC2=O)CC1)c1c(Cl)cccc1Oc1ccc(F)c(Cl)c1	5.978	1	3	5	479.379	196.374	No	5.496	No	I	I1/2	I	Type I	
Cn1c(=O)c2c(ncn2CCN2C[C@@H]3CN(C(=O)OC(C)(C)C)C[C@@H]3C2)n(C)c1=O	0.232	0	9	3	418.498	174.191	Yes	5.463	No	I	I1/2	I	Type I	
Cc1c(NS(=O)(=O)c2ccc(N3CCCCC3C)c([N+](=O)[O-])c2)c(=O)n(-c2ccccc2)n1C	3.572	1	8	6	485.566	197.161	Yes	5.743	No	I	I1/2	I	Type I	
CC(C)N1CCCC1C(=O)Nc1cccc2c1CCN(C)C2=O	2.126	1	3	3	315.417	137.192	Yes	5.792	No	I	II	I	Type I	
Cc1c(NS(=O)(=O)c2cccc(C(=O)N(C)C3CCN(C)CC3)c2)c(=O)n(-c2ccccc2)n1C	2.451	1	7	6	497.621	205.160	Yes	5.608	No	I	II	I	Type I	
Cc1sc2nc(CN3CCOCC3)nc(Nc3ccc4c(c3)NC(=O)C(C)O4)c2c1C	3.603	2	8	4	439.541	184.136	No	5.964	No	I	I1/2	I	Type I	
Cc1cc(C)c(O)c(-c2n[nH]c3c2C(c2ccccc2)N(Cc2cccnc2)C3=O)c1	4.540	2	4	4	410.477	179.754	No	5.550	No	I	I1/2	I	Type I	
Cc1n[nH]c(C(C)C)c1C(=O)Nc1ccc(Oc2cccc(C(N)=O)c2)nc1	3.380	3	5	6	379.420	161.678	Yes	6.248	No	I	I1/2	I	Type I	
CC(c1ccccc1)N(C)CC(=O)N1c2ccccc2NC(=O)CC1C	3.443	1	3	4	351.450	154.160	No	5.811	No	I	II	I	Type I	
O=C(NCc1cccnc1)c1ccccc1NC(=O)c1ccc(C2CC2)nc1O	3.242	3	5	6	388.427	167.386	Yes	5.634	No	I	II	I	Type I	
Cc1nn(C(C)(C)C)c2nc(C(C)C)cc(C(=O)Nc3ccc(Cl)c(C(N)=O)c3)c12	4.623	2	5	4	427.936	180.163	Yes	5.410	No	I	I1/2	I	Type I	
CN1CC[C@@H](NC(=O)c2cc(C(=O)O)co2)[C@@H]1c1ccc(Cl)cc1	2.806	2	4	4	348.786	143.562	Yes	5.588	No	I	II	I	Type I	
Cc1ccnc(NC(=O)c2cccc3[nH]c(C(F)F)nc23)c1C1CC1	4.334	2	3	4	342.349	142.045	Yes	5.412	No	I	II	I	Type I	
Cc1nn(Cc2ccc(F)cc2)c2sc(C(=O)Nc3ccc(N4CCOCC4)cc3N3CCOCC3)cc12	4.519	1	8	6	535.645	224.101	No	5.469	No	I	II	I	Type I	
Cc1nn(C)c(NC(=O)N2Cc3ccccc3NC(=O)C2C)c1Cl	2.757	2	4	1	347.806	144.130	Yes	5.476	No	I	II	I	Type I	
CCn1cc(C#N)c(=O)n(CC(=O)c2ccc(OC)c(Br)c2)c1=O	1.556	0	7	5	392.209	145.396	No	5.530	No	I	II	I	Type I	
NS(=O)(=O)Cc1ccc(CNC(=O)c2nn(-c3ccc(F)cc3)c3c2CCC3)cc1	2.219	2	5	6	428.489	173.314	Yes	5.420	No	I	I1/2	I	Type I	
CC1CC(C)(C)CC2(C1)NC(=O)N(CC(=O)NC(C)C(O)c1ccc(F)cc1)C2=O	2.501	3	4	5	419.497	175.563	Yes	5.387	No	I	I1/2	I	Type I	
Cc1c(C(F)(F)F)n[nH]c1C(=O)N1CCC(c2cccnc2)CC1	3.152	1	3	2	338.333	136.437	No	5.752	No	I	II	I	Type I	
