SMILES	LogP	Donors	Acceptors	Rotable Bonds	Molecule Weight	Surface Area	CDK2 inhibitor	CDK2 pki	Allosteric or not	Type I or II	Type I1/2 or II	Type I or I1/2	final Decision
N=c1c(C(=O)NC2CCCCC2)cc2c(=O)n3ccccc3nc2n1C1CCCC1	3.306	2	6	3	405.502	173.817	Yes	5.869	No	I	I1/2	I	Type I	
CCn1nc2c(c1C(=O)NC1CCC(O)(c3cccnc3)CC1)C[C@H](C)O[C@@H]2C	2.880	2	6	4	398.507	171.032	Yes	5.936	No	I	I1/2	I	Type I	
Cc1c(N(C)S(=O)(=O)c2cccc(C(=O)Nc3cc(C(F)(F)F)ccc3Cl)c2)c(=O)n(-c2ccccc2)n1C	5.234	1	6	6	579.000	226.438	No	5.666	No	I	II	I	Type I	
Cn1c(=O)c2ccc(C(=O)Nc3ccc(-n4cccn4)c(F)c3)nc2n(C)c1=O	1.209	1	8	3	394.366	162.208	Yes	6.046	No	I	II	I	Type I	
Cc1ccccc1CN(C)C(=O)CCCn1cnc2c1c(=O)n(C)c(=O)n2C	1.181	0	7	6	383.452	162.197	Yes	5.734	No	I	II	I	Type I	
Cn1cc(S(=O)(=O)N2CCN(C(=O)c3ccc4c(=O)n(C)c(=O)n(C)c4n3)CC2)cc1C(N)=O	-1.784	1	10	4	489.514	193.213	No	6.146	No	I	I1/2	I	Type I	
CCCCOc1ccc(C=C(CC(=O)NC(C)CCCC(C)C)c2nc3ccccc3s2)cc1	7.737	1	4	13	478.702	208.005	No	5.473	No	I	I1/2	I	Type I	
CC(CNc1nc(NCC(C)N2CCOCC2)c2cc(Cl)ccc2n1)N1CCOCC1	2.548	2	8	8	448.999	188.800	Yes	5.749	No	I	I1/2	I	Type I	
C=CCOc1cc(OC)ccc1C(=O)N1CCCC[C@@H]1CN(C)C(=O)C1(CC=C)CCCN(C(=O)OC(C)(C)C)C1	5.307	0	6	10	569.743	244.634	No	5.727	No	I	II	I	Type I	
O=C1CCc2cc(F)c(NC(=O)C(=O)N3CCCN(c4cccnn4)CC3)cc2N1	1.178	2	6	2	412.425	171.803	Yes	5.801	No	I	II	I	Type I	
COc1ncnc2c1CN(C(C)C(=O)Nc1ccc(Cl)cn1)CC2	1.919	1	6	4	347.806	144.584	Yes	5.621	No	I	I1/2	I	Type I	
Cc1[nH]c(-c2ncccn2)nc(=O)c1CC(=O)N1CCC[C@H]1CN1CCOCC1	0.401	1	7	5	398.467	168.691	Yes	5.719	No	I	I1/2	I	Type I	
CCN(CC)c1nc(N)c2c(N)nc3c(c2c1C#N)CC(=O)N3Cc1ccc(OC)cc1	2.610	2	8	6	431.500	185.755	Yes	5.775	No	I	I1/2	I	Type I	
CN(C)S(=O)(=O)c1ccc2c(c1)nc(CCC(=O)NCC(=O)Nc1ccc(F)c(F)c1F)n2C	1.928	2	6	8	497.499	193.168	Yes	5.487	No	I	I1/2	I	Type I	
CN(C)C1CCCC1Nc1ccc2nnc(C(F)(F)F)n2n1	2.038	1	6	3	314.315	124.865	Yes	5.562	No	I	I1/2	I	Type I	
Cc1sc2nc(CN3CCOCC3)nc(N(C)CC(=O)Nc3ccc(F)cc3)c2c1C	3.354	1	7	6	443.548	184.404	Yes	5.674	No	I	I1/2	I	Type I	
CC(C)c1nc(C=Cc2c[nH]nc2C(C)(C)C)ncc1C(=O)O	3.489	2	4	4	314.389	135.241	Yes	5.652	No	I	I1/2	I	Type I	
COC(=O)C[C@H]1[C@]2(C)C3=C(C)[C@H](c4ccoc4)C[C@H]3O[C@@H]2C(=O)[C@@H]2[C@]1(C)C(=O)CC[C@@]2(C)C(=O)NCC(C)C	4.383	1	7	6	539.669	229.789	No	6.008	No	I	I1/2	I	Type I	
O=[N+]([O-])c1ccc(N=Nc2ccc(N=P(N3CCCCC3)(N3CCCCC3)N3CCCCC3)cc2)cc1	8.046	0	5	7	523.622	219.483	No	5.845	No	I	I1/2	I	Type I	
Cc1c(C(=O)N(C)Cc2cccc(Cl)c2Cl)cnc2c1c(=O)n(C)c(=O)n2C	2.520	0	6	3	421.284	170.290	Yes	6.401	No	I	II	I	Type I	
CCC1CN(C(=O)c2cc(NC(C)=O)ccc2F)C(CC)CN1CC(C)(C)O	2.870	2	4	6	393.503	166.252	Yes	5.919	No	I	I1/2	I	Type I	
COc1cc2c(cc1OC)CN(CC(=O)Nc1c(C#N)c(C)c(C)n1CC1CCCO1)CC2	3.170	1	7	7	452.555	194.575	Yes	5.907	No	I	I1/2	I	Type I	
Cc1cc2occ(CC(=O)Nc3ccc(CCN4CCC(O)CC4)cc3)c2cc1C(C)C	5.045	2	4	7	434.580	189.968	No	5.380	No	I	I1/2	I	Type I	
CC1(C(=O)C(C#N)=c2sc(=Cc3ccccc3Oc3ccc(Br)cc3F)c(=O)n2-c2ccc(F)c(Cl)c2)CC1	6.258	0	6	6	627.894	238.538	No	5.641	No	I	II	I	Type I	
N#CC(C#N)=C(C#N)c1ccc(N=P(c2ccccc2)(c2ccccc2)c2ccccc2)c(Cl)c1	6.474	0	4	5	488.918	209.208	No	5.532	No	I	II	I	Type I	
Cn1c(=O)c2c(ncn2CC(=O)Nc2sc3c(c2C#N)CCCCC3)n(C)c1=O	1.274	1	9	3	412.475	169.379	Yes	5.855	No	I	II	I	Type I	
CCCn1c(N)c(-c2csc(-c3ccc(NC(=O)C4CC4)cc3)n2)c(=O)n(C)c1=O	2.678	2	8	6	425.514	176.553	Yes	6.381	No	I	I1/2	I	Type I	
CN(Cc1cc(F)c(F)c(F)c1)c1c(C#N)c(=O)n(C)c(=O)n1C	1.009	0	6	3	338.289	134.145	No	5.936	No	I	I1/2	I	Type I	
Cc1cc(C(=O)CSc2nnc(CCC(N)=O)n2C2CC2)c(C)n1-c1ccc(OC(F)F)cc1	4.015	1	8	11	489.548	199.031	Yes	5.325	No	I	I1/2	I	Type I	
CC1CN(CC(C)(C)O)CCN1C(=O)c1ccc2c(=O)n(C)c(=O)n(C)c2n1	-0.451	1	8	3	389.456	162.364	Yes	6.102	No	I	I1/2	I	Type I	
CCCc1cc(C(=O)OCC(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2OC(C)C)[nH]n1	1.966	2	8	10	494.570	198.358	Yes	5.974	No	I	II	I	Type I	
Cc1[nH]c(-c2ncccn2)nc(=O)c1CC(=O)N1CCCC(C)C1CN.Cl	1.085	2	6	4	392.891	163.587	Yes	5.480	No	I	I1/2	I	Type I	
Cc1cc(=O)c(C(=O)NC(C)C(c2ccccc2)N2CCCC2)nn1-c1cccc(C(F)(F)F)c1	4.515	1	5	6	484.522	200.936	No	5.647	No	I	II	I	Type I	
Cn1c(=O)c2c(ncn2CCCC(=O)Nc2cccc(-c3nnn[nH]3)c2)n(C)c1=O	0.033	2	10	6	409.410	168.723	Yes	5.690	No	I	I1/2	I	Type I	
CN(C)c1ccnc(C(=O)Nc2c(F)cccc2NC2CC2)c1	3.113	2	4	5	314.364	134.079	Yes	5.581	No	I	I1/2	I1/2	Type I1/2	
CNC(=O)c1cc(Oc2cccc(NC(=O)c3cncc4nc(C(F)(F)F)[nH]c34)c2)ccn1	3.776	3	6	5	456.384	183.588	Yes	5.983	No	II	II	I	Type II	
CC1CC(=O)Nc2ccccc2N1C(=O)CN(C)C(=O)NC1CCCCCCC1	3.505	2	3	3	400.523	172.363	Yes	5.269	No	I	I1/2	I	Type I	
CC(C)Cc1cc(C(=O)Nc2cccc(-n3ncc(C(=O)O)c3C(F)(F)F)c2)[nH]n1	3.763	3	5	6	421.379	168.268	Yes	5.738	No	I	II	I	Type I	
Cc1c(O)ccc2c(CN(C)CC(=O)Nc3cccc4ccccc34)cc(=O)oc12	4.031	2	5	5	402.450	172.908	No	5.989	No	I	II	I	Type I	
CC1(C)COC(c2ccccc2)CN1C(=O)c1cc(C(=O)O)ccn1	2.772	1	4	3	340.379	145.613	No	5.532	No	I	II	I	Type I	
Cc1cc(O)c(CN(C)C(C2CC2)C2CC2)cc1C(C)C	4.444	1	2	6	287.447	128.718	No	5.545	No	I	I1/2	I	Type I	
CC1c2ccccc2CN1C(=O)CN1C(=O)CCC(N2Cc3ccc(N)cc3C2=O)C1=O	1.846	1	5	3	432.480	185.116	Yes	5.693	No	I	I1/2	I	Type I	
COc1ccc(C)cc1-n1ccc(C(=O)Nc2cccc3cnccc23)n1	3.990	1	5	4	358.401	155.974	No	5.739	No	I	II	I	Type I	
O=C(Nc1ccc(Br)cn1)C1CCN(C(=O)c2n[nH]c3c2CCC3)CC1	2.547	2	4	3	418.295	159.243	Yes	5.743	No	I	I1/2	I	Type I	
CCOc1ccccc1C1C(C#N)=C(SCC(=O)Nc2ccc(C)c(C)c2)NC(C)=C1C(=O)OC	4.943	2	7	8	491.613	209.743	Yes	5.730	No	I	I1/2	I	Type I	
CN(Cc1nc(-c2cccs2)no1)C1c2cc(Cl)cc(Cl)c2CC1O	4.195	1	6	4	396.299	158.350	No	5.504	No	I	I1/2	I	Type I	
Fc1ccc(-c2cc(-c3csc(=NCCc4ccc(Cl)cc4Cl)n3N=Cc3cnn(-c4ccc(F)cc4)c3)on2)cc1	7.668	0	8	8	621.500	252.153	No	5.471	No	I	I1/2	I	Type I	
N#Cc1cc(C(=O)c2cc(Br)ccc2O)cn(-c2cccc(C(F)(F)F)c2)c1=O	4.427	1	5	3	463.209	169.944	No	5.332	No	I	II	I	Type I	
Cc1c(NC(=O)c2ccc(C(=O)O)cc2F)cccc1C(=O)N1CCCC1	3.321	2	3	4	370.380	155.156	No	5.486	No	I	II	I	Type I	
CCCCn1c(=O)[nH]c(=O)c2c1nc(-c1cccc(C)c1C)n2CCOC	2.617	1	6	7	370.453	157.179	Yes	5.389	No	I	I1/2	I	Type I	
CC(OC(=O)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O)C(=O)Nc1ccnn1C(C)C	3.577	1	7	6	452.511	191.628	Yes	5.944	No	I	I1/2	I	Type I	
CC(NC(C)C1CC2CCC1C2)=C1C(=O)NC(=S)N(CC(C)C)C1=O	2.574	2	4	5	363.527	155.142	Yes	5.846	No	I	I1/2	I	Type I	
Cn1c(=O)c2c(ncn2CC(=O)N2CCc3sccc3C2c2cccs2)n(C)c1=O	1.731	0	9	3	441.538	178.799	Yes	5.853	No	I	II	I	Type I	
Cc1c(NC(=O)c2cccc(NC(=O)c3cccnc3N3CCCC3)c2)c(=O)n(-c2ccccc2)n1C	3.984	2	7	6	496.571	213.897	No	6.119	No	I	II	I	Type I	
CC(NC(C)c1nc2ccccc2n1C(C)C)C(=O)Nc1ccc(F)c(F)c1	4.573	2	4	6	386.446	162.321	Yes	5.470	No	I	I1/2	I	Type I	
Cc1cc(N2CCN(Cc3ccc(C#N)cc3)C(=O)C2)c(C#N)c(C)n1	2.291	0	5	3	345.406	152.453	No	5.606	No	I	I1/2	I	Type I	
Cc1cc(C(C)(C)C)cc(C)c1Cn1nc(C)c(C)c(C#N)c1=O	3.694	0	4	2	323.440	143.310	No	5.206	No	I	I1/2	I	Type I	
Cc1nn(-c2ccc(C(F)(F)F)cn2)c(C)c1CC(=O)Nc1cccc2[nH]ccc12	4.565	2	4	4	413.403	169.296	Yes	5.552	No	I	II	I	Type I	
CCc1ccc(OCc2nnc(SCC(=O)Nc3nc(-c4ccc(Cl)c(Cl)c4)cs3)n2CC(C)C)cc1	7.237	1	8	11	576.575	234.129	No	5.551	No	I	I1/2	I	Type I	
Cc1cc(NCC(C2CC2)N(C)C(=O)c2nn(C)c(C)c2Cl)nc(C)n1	2.751	1	6	6	376.892	158.318	Yes	5.992	No	I	I1/2	I	Type I	
Cc1c(NC(=O)c2cc3c(s2)-c2ccccc2CC3)c(=O)n(-c2ccccc2)n1C	4.564	1	5	3	415.518	177.752	No	5.613	No	I	I1/2	I	Type I	
CC(C)CCn1c(N2CCc3ccccc3C2)nc2c1c(=O)[nH]c(=O)n2C	2.032	1	6	4	367.453	156.820	Yes	5.704	No	I	I1/2	I	Type I	
C=CCOc1ccccc1C(=O)NC1CCC2CCN(C(=O)C3(CC=C)CN(C(=O)OC(C)(C)C)C3)C1C2	4.564	1	5	8	523.674	225.575	No	5.789	No	I	II	I	Type I	
Cc1ccc(NC(=O)C2CCN(Cc3c(C)ccc(C(C)C)c3O)CC2)nc1	4.378	2	4	5	381.520	167.347	Yes	5.367	No	I	I1/2	I	Type I	
Cn1ccnc1CC1CCCN(C(=O)c2cnc3n(c2=O)CCS3)C1	1.177	0	7	3	359.455	149.620	No	5.594	No	I	I1/2	I	Type I	
Cc1c([C@H]2[C@H](Nc3nc4c(c(=O)[nH]c(=O)n4C)n3C)CC(=O)N2C)cnn1C	-0.614	2	9	3	386.416	159.138	Yes	5.746	No	I	I1/2	I	Type I	
Cc1nccn1CCCCNC(=O)C1CCc2[nH]nc(C(F)(F)F)c2C1	2.635	2	4	6	369.391	148.741	Yes	5.553	No	I	I1/2	I	Type I	
CCn1c(CNc2ccccc2N2CCCCC2)nc2cc(S(=O)(=O)N3CCOCC3)ccc21	3.680	1	7	7	483.638	201.120	Yes	5.729	No	I	I1/2	I	Type I	
