SMILES	LogP	Donors	Acceptors	Rotable Bonds	Molecule Weight	Surface Area	CDK2 inhibitor	CDK2 pki	Allosteric or not	Type I or II	Type I1/2 or II	Type I or I1/2	final Decision
O=C(O)C(F)(F)F.O=C(O)c1n[nH]c2cccc(NC(=O)[C@@H]3CN(C4CCOCC4)C[C@H]3c3ccc(F)cc3F)c12	4.006	4	6	5	584.498	228.630	No	5.402	No	II	II	I	Type II	
CN(C)c1ccncc1.N#CC(C(=O)CCn1c(=O)oc2ccccc21)c1nc2ccccc2s1	4.618	0	9	6	485.569	205.248	No	5.561	No	I	II	I	Type I	
O=C(O)C(F)(F)F.O=C(O)c1n[nH]c2ccc(C(=O)N3CCCN4c5ccccc5CC4C3)cc12	3.172	3	5	2	490.438	196.300	No	5.280	No	II	II	I	Type II	
CC1=C(C(=O)OC(C)C)C(c2cccc(Oc3ccccc3)c2)C(C(=O)OC(C)C)=C(C)N1	5.617	1	6	7	449.547	194.791	No	5.369	No	I	I1/2	I	Type I	
O=C(O)C(F)(F)F.O=C(O)c1ccc(OCCN2CCCC2C2CCCOC2)c(Cl)c1	3.941	2	5	6	467.868	182.233	No	5.492	No	I	II	I	Type I	
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C	2.561	1	6	3	402.487	170.609	No	5.738	No	I	I1/2	I	Type I	
Cn1c(NCc2ccnc(OC3CCCC3)c2)nc2c1c(=O)[nH]c(=O)n2C	1.289	2	8	5	370.413	154.578	Yes	6.078	No	I	I1/2	I	Type I	
Cn1cnc2c1c(=O)n(CC(=O)N1CCN(c3ccccn3)CC1)c(=O)n2C	-0.822	0	9	3	383.412	159.806	No	5.881	No	I	I1/2	I	Type I	
Cn1ccnc(N2CCC(NC(=O)c3cc(F)c(F)c(O)c3F)CC2)c1=O	1.302	2	6	3	382.342	151.610	Yes	5.938	No	I	I1/2	I	Type I	
CCCCCCCCCCCOc1cc(C(=O)O)cc(OCCCCCCCCCCC)c1OCCCCCCCCCCC	13.114	1	4	34	633.011	278.136	No	5.458	No	I	I1/2	I	Type I	
N#Cc1c(N2CCN(C(=O)c3ccco3)CC2)nc(N)c2c(N)nc3c(c12)CC(=O)N3CC1CCCO1	1.289	2	10	4	502.535	211.919	Yes	5.621	No	I	I1/2	I	Type I	
CCCCn1c(-c2cc(OC)ccc2OC)nc2c1c(=O)[nH]c(=O)n2CC(C)C.Cl	3.448	1	7	8	436.940	180.811	Yes	5.609	No	I	II	I	Type I	
Cn1cnc2c1c(=O)n(CCCN1CCC(C(=O)c3ccccc3)CC1)c(=O)n2C	1.419	0	8	6	409.490	173.921	Yes	5.697	No	I	I1/2	I	Type I	
CC(C)(C)c1ccc(-c2nnc(SCC(=O)c3ccc(OC(F)F)cc3OC(F)F)n2C2CCCC2)cc1	7.536	0	7	10	551.606	222.285	No	5.278	No	I	I1/2	I	Type I	
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C	1.147	1	10	4	472.553	201.585	Yes	5.636	No	I	I1/2	I	Type I	
O=C([O-])C(F)(F)F.O=CC(=C\\C=C1C=C(c2ccccc2)SC(c2ccccc2)=C1)/C=C/c1cc(-c2ccccc2)[s+]c(-c2ccccc2)c1	10.556	0	4	8	702.819	296.344	No	5.745	No	II	II	I	Type II	
Cn1c(=O)c2c(ncn2CCC(=O)Nc2ccccn2)n(C)c1=O	-0.143	1	8	4	328.332	135.747	Yes	6.277	No	I	II	I	Type I	
O=C(Nc1ccc(Oc2cccnc2)nc1)c1[nH]ccc1-c1c(Cl)cccc1Cl	5.823	2	4	5	425.275	176.048	Yes	5.427	No	I	II	I	Type I	
CCc1[nH]nc(C(=O)NCC(Cc2ccc(F)cc2)C(N)=O)c1[N+](=O)[O-]	1.093	3	5	8	363.349	147.472	Yes	5.899	No	I	I1/2	I	Type I	
CC1(C)CN(C(=O)c2ccc(Oc3cccc(Cl)c3Cl)nn2)CCN1CCO	3.104	1	6	5	425.316	173.370	Yes	5.375	No	I	I1/2	I	Type I	
Cc1cc(C)c(O)c(-c2n[nH]c3c2C(c2ccc(Cl)c(Cl)c2)N(CCCO)C3=O)c1	4.634	3	4	5	446.334	183.608	No	5.362	No	I	I1/2	I	Type I	
CCCCCn1c(CCC(=O)Nc2nc(C)c(SC)s2)nc2c1c(=O)[nH]c(=O)n2CCCC	3.935	2	9	12	492.671	200.585	Yes	5.739	No	I	I1/2	I	Type I	
CN(C)c1ccc(P(=NN=C2C=C(Cl)C(=O)C(Cl)=C2)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1	5.546	0	5	7	580.500	240.442	No	5.709	No	I	I1/2	I	Type I	
C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1	4.370	0	3	0	340.463	149.431	No	5.504	No	I	I1/2	I	Type I	
Cn1c(=O)c2c(ncn2CC(C)(O)C23CC4CC(CC(C4)C2)C3)n(C)c1=O	1.401	1	7	3	372.469	157.185	Yes	5.545	No	I	I1/2	I	Type I	
COc1ccc2nc(C(F)(F)F)nc(N3CCNC(=O)CCN(C(=O)c4ccoc4Cl)CC3)c2c1	3.372	1	7	3	511.888	202.353	Yes	5.488	No	I	II	I	Type I	
CN1C(=O)CC[C@H](NC(=O)Nc2cc(Cl)c(Br)cn2)[C@H]1c1ccnn1C	2.715	2	5	3	441.717	163.583	Yes	6.475	No	I	II	I	Type I	
CC(C)Cn1c(-c2cc(Br)ccc2F)nc2c1c(=O)[nH]c(=O)n2CC(C)C	3.767	1	5	5	437.313	163.734	Yes	5.569	No	I	II	I	Type I	
CN(CCOc1ccccc1C#N)C1c2cc(Cl)cc(Cl)c2CC1O	3.834	1	4	5	377.271	156.704	Yes	5.474	No	I	I1/2	I	Type I	
Cn1c(=O)[nH]c(=O)c2nc(CC(O)c3ccc(F)cc3F)c(O)nc21	0.277	3	7	3	350.281	137.596	Yes	5.511	No	I	I1/2	I	Type I	
Cn1cnc2c1c(=O)n(CCCN1CCc3ccccc31)c(=O)n2C	0.886	0	7	4	339.399	144.300	No	5.711	No	I	I1/2	I	Type I	
Cn1cnc2c1c(=O)n(CCCOC(=O)c1cc3ccccc3[nH]1)c(=O)n2C	1.162	1	8	5	381.392	158.347	Yes	5.506	No	I	II	I	Type I	
CC1(C)CC2CC(C)(CN2C(=O)Cn2c(COc3ccc(Cl)cc3Cl)nc3ccccc32)C1	6.349	0	4	5	486.443	204.183	No	5.345	No	I	I1/2	I	Type I	
CC1Oc2c(cccc2C(=O)N2CCN(C(=O)c3ccc(=O)[nH]c3)CC2)NC1=O	0.692	2	5	2	396.403	165.810	Yes	6.108	No	I	II	I1/2	Type I	
Cn1cnc2c1c(=O)n(CC(=O)Nc1ccc(N3CCCCC3)nc1)c(=O)n2C	0.458	1	9	4	397.439	165.961	Yes	6.404	No	I	I1/2	I	Type I	
COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl	2.432	3	9	9	483.960	201.935	Yes	6.286	No	I	I1/2	I	Type I	
CCCCCn1c(CCC(=O)N2CCCc3cc(OC)ccc32)nc2c1c(=O)[nH]c(=O)n2CCCC	3.797	1	7	11	495.624	210.649	Yes	5.546	No	I	I1/2	I	Type I	
CCCCCCCCn1c(N2CCN(c3ccc(OC)cc3)CC2)nc2c1c(=O)[nH]c(=O)n2C	3.119	1	8	10	468.602	199.518	No	5.742	No	I	I1/2	I	Type I	
CC(OC(=O)c1cc(S(=O)(=O)Nc2ccc(F)cc2)c(Cl)cc1Cl)C(=O)Nc1ccc(Cl)cn1	5.166	2	6	7	546.791	208.597	No	5.654	No	I	I1/2	I	Type I	
CN(CC(N)=O)c1c(C#N)cnc2c(F)c(F)c(F)cc12	1.445	1	4	3	294.236	116.943	Yes	5.501	No	I	I1/2	I	Type I	
CC(C)(C)N1C(=O)CC(C(=O)Nc2ccc(F)c(C(N)=O)c2)C1c1ccc(Cl)c(F)c1	4.044	2	3	4	449.885	182.901	Yes	6.371	No	I	I1/2	I	Type I	
Cc1cc(Oc2cnn(-c3ccc(C(F)(F)F)cn3)c(=O)c2Cl)cc(C)c1Cl	5.362	0	5	3	430.213	166.856	No	5.275	No	I	I1/2	I	Type I	
Cc1nc(SCC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)c(C#N)c(-c2ccco2)c1C(=O)Nc1ccc(Cl)cc1	7.830	2	6	7	605.425	239.848	No	5.796	No	II	II	I	Type II	
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1	2.446	4	8	13	679.863	288.454	No	6.024	No	I	I1/2	I	Type I	
Cc1c(NC(=O)C(C)N2CCCCCC2)c(=O)n(-c2ccccc2)n1C	2.687	1	5	4	356.470	153.947	Yes	5.818	No	I	I1/2	I	Type I	
Cn1c(=O)c2c(ncn2CCC(=O)N2CCN(c3cnccn3)CC2)n(C)c1=O	-1.037	0	10	4	398.427	165.390	No	5.645	No	I	I1/2	I	Type I	
CC1(C)CN(C(=O)C2CCCN2C(=O)c2ccccc2OC(F)F)CCN1CCO	1.808	1	5	6	425.476	174.735	No	5.481	No	I	II	I	Type I	
Cc1cnn(CCCCCn2cnc3c2c(=O)n(C)c(=O)n3C)c1	0.809	0	8	6	330.392	138.518	No	5.684	No	I	I1/2	I	Type I	
CC1(C)CC2CC(C)(CN2c2cnn(Cc3ccc(Cl)cc3)c(=O)c2Cl)C1	5.003	0	4	3	406.357	169.637	No	6.280	No	I	I1/2	I	Type I	
N#Cc1c(N2CCN(C(=O)c3ccco3)CC2)nc(N)c2c(N)nc3c(c12)CC(=O)N3Cc1cccs1	2.372	2	10	4	514.571	215.049	Yes	5.857	No	I	I1/2	I	Type I	
CC1CC(=O)c2c(Oc3nccc(C(N)=O)c3[N+](=O)[O-])ccc(F)c21	2.710	1	6	4	345.286	140.122	Yes	5.804	No	I	II	I	Type I	
Cn1c(=O)c2c(ncn2CCCC(=O)N2Cc3ccccc3CC2C(N)=O)n(C)c1=O	-0.347	1	8	5	424.461	177.058	Yes	5.768	No	I	I1/2	I	Type I	
O=c1c(N2CCCC2)nc2ccc([N+](=O)[O-])cc2n1CC(O)COc1ccc2ccccc2c1	3.498	1	8	7	460.490	194.532	No	6.003	No	I	II	I	Type I	
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1	5.969	0	3	2	391.555	174.187	No	5.641	No	I	I1/2	I	Type I	
N#Cc1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1	3.946	2	5	8	442.559	195.044	No	5.413	No	I	I1/2	I	Type I	
Cc1c(Cl)cnc(N[C@@H]2CCC(=O)N(C)[C@H]2c2ccnn2C)c1C#N	2.423	1	6	3	358.833	150.761	Yes	5.826	No	I	I1/2	I	Type I	
CC(C)(C)c1ncsc1C(=O)Nc1cccc(-n2ncc(C(=O)O)c2C(F)(F)F)c1	4.596	2	6	4	438.431	172.731	Yes	5.696	No	II	II	I	Type II	
CC(C)Cc1cn(-c2c(Cl)cc(C(N)=O)cc2Cl)c(-c2ccc(N3CCCC3)cn2)n1	5.139	1	5	6	458.393	191.550	No	6.039	No	I	I1/2	I	Type I	
N#Cc1cnc2c(F)c(F)c(F)cc2c1NCC(O)CN1CCOCC1	1.629	2	6	5	366.343	147.353	Yes	5.615	No	I	I1/2	I	Type I	
CC(c1nc2ccccc2n1C(F)F)n1cnc2c1c(=O)n(C)c(=O)n2C	1.788	0	8	3	374.351	150.467	No	5.578	No	I	II	I	Type I	
N#Cc1c(N2CCN(c3ccc(F)cc3)CC2)nc(N)c2c(N)nc3c(c12)CC(=O)N3C1CC1	2.183	2	8	3	458.501	194.920	Yes	5.954	No	I	I1/2	I	Type I	
CC1(C)CC(Nc2cnn(-c3ccc(C(F)(F)F)cn3)c(=O)c2Cl)CC(C)(C)N1	4.021	2	6	3	429.874	171.031	Yes	5.424	No	I	I1/2	I	Type I	
Cc1nc(Br)cc2c(N(C)CC(C)C#N)c(C#N)cnc12	3.168	0	5	3	344.216	131.519	Yes	5.364	No	I	I1/2	I	Type I	
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)N1CC(=O)N(CCC(F)(F)F)C1)O2	2.982	1	4	3	414.424	166.776	No	5.668	No	I	I1/2	I	Type I	
CCc1[nH]c(C(=O)NC2CCCc3c(O)cccc32)c(C)c1C(=O)OC	3.185	3	4	4	356.422	152.122	Yes	5.573	No	I	I1/2	I	Type I	
CC(C)c1ccc(N2C(=O)Cc3c2nc(N)c2c(N)nc(N4CCN(CCO)CC4)c(C#N)c32)cc1	2.124	3	9	5	486.580	209.285	Yes	5.970	No	I	I1/2	I	Type I	
Cc1[nH]c(C(=O)OCC(=O)Nc2cc(C(F)(F)F)ccc2-n2cncn2)c(C)c1C(=O)OC(C)C	3.592	2	8	7	493.442	196.989	No	6.075	No	II	II	I	Type II	
Cc1ccn(CC(C)(O)C(=O)N2CCC(O)(c3ccccc3Cl)CC2)c(=O)c1	2.071	2	5	4	404.894	168.536	Yes	5.393	No	I	I1/2	I	Type I	
CCN1C(=CC=Cc2n(CC)c3ccc(S(=O)(=O)C(F)(F)F)cc3[n+]2CCCS(=O)(=O)[O-])N(CCCS(=O)(=O)[O-])c2cc(S(=O)(=O)C(F)(F)F)ccc21.[Na+]	0.611	0	13	14	860.831	328.907	No	5.243	No	I	II	I1/2	Type I	
Cc1cc(C)c(C)c(C2=NOC(c3ccccc3)(C(F)(F)F)N2C(=O)ON=C(Cl)c2c(C)c(C)cc(C)c2C)c1C	8.300	0	5	4	586.054	241.931	No	5.572	No	II	I1/2	I	Type II	
CC(Oc1cc(C#CCNC(=O)CN2CCCC2)cnc1N)c1c(Cl)ccc(F)c1Cl	3.813	2	5	6	465.356	190.413	Yes	5.622	No	I	I1/2	I	Type I	
Cn1cnc2c1c(=O)n(CC(=O)N1CCC(Cc3ncc[nH]3)CC1)c(=O)n2C	-0.362	1	8	4	385.428	159.985	Yes	5.602	No	I	I1/2	I	Type I	
NC1(C(=O)Nc2cncc(C(F)F)c2)CCc2c1ccc(F)c2Br	3.660	2	3	3	400.198	143.942	Yes	5.566	No	I	I1/2	I	Type I	
Cn1cnc2c1c(=O)n(CC(=O)Nc1ccc(N3CCOCC3)nc1)c(=O)n2C	-0.696	1	10	4	399.411	164.709	Yes	6.179	No	I	I1/2	I	Type I	
CS(=O)(=O)Nc1ccccc1C(=O)OCC(=O)c1ccc(OC(F)F)cc1OC(F)F	3.301	1	7	10	465.377	173.315	No	5.760	No	I	II	I	Type I	
CN(C[C@@H]1CCCN(C)[C@H]1c1ccnn1C)C(=O)Cn1ccc(=O)[nH]c1=O	-0.188	1	7	5	374.445	156.758	Yes	5.669	No	I	I1/2	I	Type I	
CC1(C)CN(C(=O)C2CC2)CCN1C(=O)c1ccc(Oc2cccc(Cl)c2Cl)nn1	4.049	0	5	4	449.338	184.462	No	5.442	No	I	II	I	Type I	
CCCCn1c(=O)c(CCc2ccccc2)nc2c1c(=O)[nH]c(=O)n2CCC	2.242	1	6	8	382.464	162.238	Yes	5.552	No	I	I1/2	I	Type I	
Cc1nc2cc(F)cc(C(=O)Nc3ccc(Cl)c(C(N)=O)c3)c2nc1C	3.390	2	4	3	372.787	152.751	Yes	5.806	No	I	II	I	Type I	
CC(C)(C)OC(=O)CCC(=O)Nc1ccc(Oc2c(Cl)cc(Cl)cc2-c2ccc(C(=O)OCC3CC(F)(F)C3(F)F)cc2)cc1	8.960	1	6	10	670.483	266.293	No	5.451	No	II	II	I	Type II	
NC1(C(=O)Nc2ccc(N3CCN(C(=O)C4CC4)CC3)nc2)CCc2c1ccc(F)c2Br	2.781	2	5	4	502.388	193.836	Yes	5.876	No	I	I1/2	I	Type I	
CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1	5.603	2	9	15	627.746	268.181	No	5.611	No	I	II	I1/2	Type I	
CC(C)Oc1cc(NC(=O)[C@@H]2CCCC[C@H]2C(F)(F)F)ccc1C(N)=O	3.880	2	3	5	372.387	149.628	Yes	6.156	No	I	I1/2	I	Type I	
