SMILES	LogP	Donors	Acceptors	Rotable Bonds	Molecule Weight	Surface Area	CDK2 inhibitor	CDK2 pki	Allosteric or not	Type I or II	Type I1/2 or II	Type I or I1/2	final Decision
CCCCn1c(CCC(=O)NC(CC(C)C)c2ccccc2)nc2c1c(=O)[nH]c(=O)n2CCCC	4.323	2	6	13	481.641	206.332	Yes	5.815	No	I	I1/2	I	Type I	
CCCCn1c(=O)c(CCC(=O)OC(C)C(=O)NC2CCCCC2)nc2ccccc21	3.510	1	6	9	427.545	182.744	Yes	5.540	No	I	I1/2	I	Type I	
Cc1[nH]c(=O)c(C#N)c(C)c1CCC(=O)N(C)CC(=O)Nc1ccc(Cl)c(Cl)c1	3.200	2	4	6	435.311	177.786	Yes	5.853	No	I	I1/2	I	Type I	
Cc1nccn1-c1ccccc1CNc1cnn(-c2ccc(C(F)(F)F)cn2)c(=O)c1Cl	4.406	1	7	5	460.847	184.685	Yes	5.776	No	I	II	I	Type I	
CC1C(=O)Nc2ccccc2CN1C(=O)Nc1cc2c(cn1)CCC2	2.945	2	3	1	336.395	145.799	Yes	5.370	No	I	II	I	Type I	
CCN(CC)c1ccc(C=C2CCC(C=NN3CCN(C(c4ccccc4)c4ccccc4)CC3)=C2N2CCOCC2)cc1	6.689	0	6	10	589.828	263.466	No	5.575	No	I	I1/2	I	Type I	
Cn1c(=O)c2ccc(C(=O)N3CCCN(C4CCCC4)CC3)nc2n(C)c1=O	0.723	0	7	2	385.468	162.929	No	6.143	No	I	I1/2	I	Type I	
CC(C)c1cccc(C(C)C)c1NC(=O)CC1(CC(=O)N2CCOCC2)CCCC1	5.071	1	3	7	414.590	181.100	Yes	5.509	No	I	I1/2	I	Type I	
CC1(C)C(C=C(Cl)Cl)C1C(=O)Nc1ncc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)s1	4.414	1	7	6	476.363	180.169	Yes	6.389	No	I	I1/2	I	Type I	
N#Cc1ncn(Cc2ccccc2Oc2cccnc2)c1C#N	2.862	0	6	4	301.309	132.398	No	5.371	No	I	II	I	Type I	
Cn1cnc2c1c(=O)n(CC(=O)Nc1cccc(N3CCCC3=O)c1)c(=O)n2C	0.199	1	8	4	396.407	164.538	Yes	6.301	No	I	II	I	Type I	
Cc1cc(N2CCN(C(=O)C(NC(=O)c3c(F)cccc3F)C(C)C)CC2)nc(C(C)C)n1	3.290	1	5	6	459.541	192.755	Yes	5.564	No	I	I1/2	I	Type I	
Cc1c(N(C)S(=O)(=O)c2cccc(C(=O)Nc3cccnc3)c2)c(=O)n(-c2ccccc2)n1C	2.957	1	7	6	477.546	196.493	Yes	5.792	No	I	I1/2	I	Type I	
CC(C)Cn1cnc2c1c(=O)n(CC(=O)Nc1ccon1)c(=O)n2CC(C)C	1.298	1	9	7	388.428	160.317	Yes	5.739	No	I	I1/2	I	Type I	
Cc1ncn(CC(=O)N(C)C2CCCc3ccccc32)c(=O)c1C	2.396	0	4	3	325.412	141.499	No	5.450	No	I	I1/2	I	Type I	
Cc1ccc(O)c(-c2n[nH]c3c2C(c2cccc(O)c2)N(Cc2cccnc2)C3=O)c1	3.937	3	5	4	412.449	178.183	Yes	5.520	No	I	I1/2	I	Type I	
CC(C)C1(C)N=C(c2ncc(C(=O)NC3CC3)cc2O)NC1=O	0.970	3	5	4	316.361	133.766	Yes	6.015	No	I	I1/2	I	Type I	
CC1(C)CC(=O)c2c(n(S(=O)(=O)c3ccc(C(C)(C)C)cc3)c3ccc(NS(=O)(=O)c4ccc(C(C)(C)C)cc4)cc23)C1	7.429	1	6	5	620.837	254.983	No	5.469	No	I	I1/2	I1/2	Type I1/2	
Cn1c(=O)c2c(ncn2CCOC(c2ccccc2)c2ccccc2)n(C)c1=O	2.240	0	7	6	390.443	166.987	No	5.458	No	I	II	I	Type I	
