SMILES	LogP	Donors	Acceptors	Rotable Bonds	Molecule Weight	Surface Area	CDK2 inhibitor	CDK2 pki	Allosteric or not	Type I or II	Type I1/2 or II	Type I or I1/2	final Decision
Cc1nc(N2C3CCC2CC(O)(Cc2ccc(F)cc2F)C3)ccc1C#N	3.645	1	4	3	369.415	156.624	No	5.396	No	I	I1/2	I	Type I	
CCc1nnc(NCc2cccc(-c3nnc[nH]3)c2)c(C#N)c1CC	2.870	2	6	6	333.399	145.702	Yes	5.833	No	I	I1/2	I	Type I	
Cc1cc(O)c(-c2n[nH]c3c2C(c2ccccc2F)N(Cc2cccnc2)C3=O)cc1C	4.679	2	4	4	428.467	183.920	Yes	5.538	No	I	I1/2	I	Type I	
NC(=O)c1cc(NC(=O)c2c(Cl)cccc2Oc2ccc(F)c(Cl)c2)ccc1F	5.415	2	3	5	437.229	173.539	No	5.464	No	I	II	I	Type I	
CC1(C)CC2CC(C)(CN2C(=O)C(Cc2ccccc2)N2C(=O)c3ccccc3C2=O)C1	4.321	0	3	4	430.548	188.949	No	5.769	No	I	I1/2	I	Type I	
CCC(C(=O)OC)N(Cc1cc(=O)n(C)c(=O)n1C)c1ccccc1	1.042	0	7	6	345.399	145.625	No	6.368	No	I	I1/2	I	Type I	
CC(=O)N1CCc2cc(NC(=O)C(=O)NNc3c(Cl)cc(Cl)cc3Cl)ccc21	3.638	3	4	3	441.702	175.446	Yes	5.718	No	I	II	I	Type I	
COc1cc2c(C(=O)NCC(C)(C)N3CCCC(C)C3)c[nH]c2cc1Cl	4.070	2	3	5	377.916	159.584	Yes	5.391	No	I	I1/2	I	Type I	
Cc1ccc(NC(=O)c2cnn(-c3ccc(C(F)(F)F)cn3)c2C(C)C)cc1C(F)(F)F	5.989	1	4	4	456.390	178.632	Yes	5.525	No	I	II	I	Type I	
CCC(NC(=O)c1ccnc2c1CC(=O)N2)C(c1ccc(C)cc1)n1cncn1	2.274	2	6	6	390.447	167.929	Yes	5.972	No	I	II	I	Type I	
Cc1cc(C(=O)Nc2cc(C(N)=O)cc(C(N)=O)c2)nn1-c1ccc(F)cc1	1.770	3	5	5	381.367	158.492	Yes	5.873	No	I	I1/2	I	Type I	
CC(C)Cn1c(=O)[nH]c(=O)c2c(C(=O)NCc3cncs3)cc(C(C)C)nc21	2.251	2	7	6	401.492	165.218	Yes	6.319	No	I	I1/2	I	Type I	
CC(N=c1scc(-c2ccc3c(c2)NC(=O)CO3)n1N=Cc1cnn(-c2ccc(F)cc2)c1)c1ccc(Cl)cc1Cl	6.723	1	8	6	607.498	247.514	No	5.332	No	I	I1/2	I	Type I	
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C4CC(=O)N(CCC(C)C)C4=O)CC3)cc21	2.154	1	7	7	486.544	202.255	Yes	5.915	No	I	II	I	Type I	
CC(=O)N1c2cc(C(c3ccccc3)(c3ccccc3)c3ccccc3)ccc2C(C)(c2ccc(C)cc2)CC1(C)C	9.219	0	1	5	549.758	250.225	No	5.304	No	I	I1/2	I	Type I	
Cn1c(=O)c2c(ncn2CC(=O)N2CCN(Cc3nc4ccccc4s3)CC2)n(C)c1=O	0.388	0	10	4	453.528	186.493	Yes	5.561	No	I	I1/2	I	Type I	
CC(c1nnc(N(C)C2Cc3ccccc3C2)n1C)N1CCSCC1	2.529	0	6	4	357.527	153.961	No	5.712	No	I	I1/2	I	Type I	
FC(F)COc1cnc(-c2noc(-c3cnnn3-c3cc(C(F)(F)F)ccc3Cl)n2)cn1	4.090	0	9	6	473.749	179.362	No	5.522	No	I	I1/2	I	Type I	
c1ccc(-c2nnc3ccc(Nc4ccc(N5CCCCC5)nc4)nn23)nc1	3.315	1	8	4	372.436	161.827	Yes	6.268	No	I	I1/2	I	Type I	
Cc1c(NC(=O)c2nn(CCO)c(=O)c3ccccc23)c(=O)n(-c2ccccc2)n1C	1.439	2	8	5	419.441	176.316	Yes	5.722	No	I	I1/2	I	Type I	
CC(C)(C)C1CCc2nc3ccccc3c(C(=O)OCC(=O)Nc3ccc(C(N)=O)cc3)c2C1	4.280	2	5	5	459.546	198.251	No	5.605	No	I	I1/2	I	Type I	
CCC(C)C(NC(=O)c1ccccc1)C(=O)N(C)Cc1cc(C(C)(C)C)[nH]n1	3.510	2	3	7	384.524	167.263	Yes	5.662	No	I	I1/2	I	Type I	
CCCCCCn1c(N2CCC(Cc3ccccc3)CC2)nc2c1c(=O)[nH]c(=O)n2C	3.463	1	6	8	423.561	182.280	Yes	5.499	No	I	I1/2	I	Type I	
Cn1[nH]c(=O)c2c(C(=O)Nc3ccc(O)cc3F)cc(C3CC3)nc21	2.236	3	5	3	342.330	140.649	Yes	5.780	No	I	I1/2	I	Type I	
C[C@@H]1Cc2c(C(=O)NCc3ccccc3OCC(C)(C)O)n[nH]c2[C@H](C)O1	2.512	3	5	6	373.453	158.627	Yes	5.659	No	I	I1/2	I	Type I	
Cn1c(N2CCN(c3cc(C(F)(F)F)ccn3)CC2)c(C#N)c(=O)n(C)c1=O	0.696	0	8	2	394.357	157.213	No	6.148	No	I	I1/2	I	Type I	
CCCCN(CCCC)c1nc2ccccc2nc1C(C#N)C(=O)NCc1ccccc1	4.960	1	5	11	429.568	189.853	Yes	5.286	No	I	II	I	Type I	
CCc1nnc(C)cc1C(=O)N1CCN(c2cncc3ccccc23)CC1	2.858	0	5	3	361.449	158.392	No	5.494	No	I	I1/2	I	Type I	
CCCn1c(=O)[nH]c(=O)c2c1nc(CCc1ccccc1)c(=O)n2CCOC	1.088	1	7	8	384.436	160.986	Yes	5.696	No	I	I1/2	I	Type I	
COc1cc2nccc(Oc3cc(C(=O)Nc4ccc(CN5CCN(C)CC5)c(C(F)(F)F)c4)ccc3C)c2cc1OC	6.371	1	7	8	594.634	247.524	No	5.368	No	II	II	I	Type II	
CC(C)Cn1c(=O)[nH]c(=O)c2c(C(=O)NCc3cccnc3)cc(C(C)C)nc21	2.189	2	6	6	395.463	167.578	Yes	6.082	No	I	I1/2	I	Type I	
CC(C)c1cc(C(=O)C(C#N)C(=O)NC2CCCC2)nn1C(C)(C)C	3.143	1	5	5	344.459	149.137	Yes	5.648	No	I	I1/2	I	Type I	
CN1CCN(c2nc3ccc(NC(=O)c4cncc5nc(C(F)(F)F)n(C)c45)cc3s2)CC1	3.601	1	8	3	475.500	190.212	Yes	5.740	No	I	I1/2	I	Type I	
Cc1cccc(-c2[nH]ncc2CN2CCC(Oc3ccnc(C(N)=O)c3)CC2)c1	2.922	2	5	6	391.475	169.451	Yes	6.087	No	I	I1/2	I	Type I	
Cc1nc2c(c(C)c1CC(=O)N1CCCCCC1c1cccn1C)c(=O)[nH]n2C	2.903	1	5	3	395.507	169.873	Yes	6.235	No	I	I1/2	I	Type I	
COC1CN(C(=O)OC(C)(C)C)CC1NC(=O)c1cnc2c(c1)c(=O)n(C)c(=O)n2C	-0.004	1	9	3	433.465	178.113	No	6.149	No	I	I1/2	I	Type I	
Cc1nn(C)c(Oc2cccnc2)c1NC(=O)C(C)c1ccccc1	3.658	1	5	5	336.395	146.022	Yes	5.730	No	I	I1/2	I	Type I	
CC(C)C(C)NC(=O)c1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(O)c1	1.853	3	5	5	346.431	147.502	Yes	5.967	No	I	I1/2	I	Type I	
CC(C)c1nc(C#N)c(NCC(c2ccccc2Cl)N2CCOCC2)o1	3.808	1	6	6	374.872	158.265	Yes	5.779	No	I	I1/2	I	Type I	
Cc1cnn(-c2cc(C(=O)N3CCN(c4ncccc4C(N)=O)CC3)c(N)cc2F)c1	1.358	2	7	4	423.452	177.609	Yes	5.785	No	I	I1/2	I	Type I	
O=C(O)c1ccc(C(=O)N2CCCN(c3ccc(C(F)(F)F)cn3)CC2)cn1	2.546	1	5	3	394.353	157.975	Yes	5.327	No	I	II	I	Type I	
CC(C)c1cc(N(C)CCN(C)C(=O)c2nccnc2C(N)=O)nc(C(C)C)n1	1.821	1	7	8	399.499	170.929	Yes	5.505	No	I	I1/2	I	Type I	
Cc1cc(O)cc(=O)n1CC(=O)N1CCC(Cc2ccccc2)CC1	2.344	1	4	4	340.423	147.074	No	5.297	No	I	I1/2	I	Type I	
CC(C)Oc1cc(C(N)=O)ccc1NC(=O)c1cccc(C(F)(F)F)c1N	3.426	3	4	5	381.354	152.841	Yes	5.985	No	I	II	I	Type I	
Cn1cncc1C(CO)NC(=O)c1noc2c1CCc1ccccc1-2	1.637	2	6	4	338.367	143.839	Yes	5.536	No	I	I1/2	I	Type I	
Cn1oc(C(=O)N2CCC(=O)NCCN(c3cc(C(F)(F)F)nc(-c4cccnc4)n3)CC2)cc1=O	1.318	1	9	3	505.457	202.074	Yes	5.903	No	I	II	I	Type I	
CC(=O)c1c(C)[nH]c(C(=O)OCC(=O)c2c(N)n(CC(C)C)c(=O)n(C)c2=O)c1C	0.972	2	9	7	418.450	172.197	Yes	6.221	No	I	I1/2	I	Type I	
CC(C)(C)Cc1nc(-c2cccc(C(=O)Oc3ccc(NC(=O)OC(C)(C)C)cc3Cl)c2)no1	6.545	1	7	5	485.968	203.148	No	5.439	No	II	I1/2	I	Type II	
Cn1nnc2cc(C(=O)C(C#N)C(=O)Nc3ccc(Cl)cc3Cl)ccc21	3.236	1	6	4	388.214	157.662	No	5.460	No	I	I1/2	I	Type I	
CC(C)c1cccc(C(C)C)c1NCCOC(=O)c1cc(C(N)=O)cn1C	3.640	2	5	8	371.481	160.248	Yes	5.933	No	I	I1/2	I	Type I	
CC1Cc2ccccc2N1CCNC(=O)c1cc2c(cc1F)NC(=O)CC2	2.891	2	3	4	367.424	157.109	Yes	5.727	No	I	II	I	Type I	
O=C(Nc1ccc(Cl)cn1)C1CCCN(c2ccncc2CO)C1	2.477	2	5	4	346.818	145.045	Yes	5.483	No	I	I1/2	I	Type I	
N#Cc1ccccc1OCCN1CCN(C(=O)C2(C(F)F)CC2)CC1	2.127	0	4	6	349.381	145.317	No	5.359	No	I	I1/2	I	Type I	
Cc1cc(S(C)(=O)=O)cc(C(=O)NC(CO)c2ccccc2OC(F)(F)F)c1C	3.069	2	5	6	431.432	165.784	Yes	5.469	No	I	II	I	Type I	
CCOC(=O)C[n+]1cccc(-c2nn(-c3ccccc3)cc2C=C(NC(=O)c2ccccc2)C(=O)NC(CC(N)=O)C(=O)O)c1.[Br-]	-1.390	4	8	13	691.539	273.997	No	5.661	No	I	II	I1/2	Type I	
