SMILES	LogP	Donors	Acceptors	Rotable Bonds	Molecule Weight	Surface Area	CDK2 inhibitor	CDK2 pki	Allosteric or not	Type I or II	Type I1/2 or II	Type I or I1/2	final Decision
Cc1c(C(=O)N(C)Cc2ccc(Cl)c(Cl)c2)cnc2c1c(=O)n(C)c(=O)n2C	2.520	0	6	3	421.284	170.290	Yes	6.401	No	I	II	I	Type I	
Cc1cc2occ(CC(=O)N(C)CC(=O)N(CC(C)C)c3c(N)n(CC(C)C)c(=O)[nH]c3=O)c2cc1C	2.828	2	7	9	511.623	215.594	Yes	6.402	No	I	I1/2	I	Type I	
CC(C)C(CNc1nccc2c1C(=O)OC2(C)C)N1CCN(C)CC1	2.171	1	6	5	346.475	150.093	Yes	5.318	No	I	I1/2	I	Type I	
Cc1c(NC(=O)C(C(=O)Nc2c(C)c(=O)n(-c3ccccc3)n2C)C23CC4CC(CC(C4)C2)C3)n(C)n(-c2ccccc2)c1=O	4.692	2	8	7	608.743	261.169	No	6.217	No	II	I1/2	I1/2	Type I1/2	
Cc1cnn(C)c1C=CC(=O)c1cc(C(=O)O)ccc1OC(C)C	3.110	1	5	6	328.368	139.921	No	5.474	Yes	I	II	I	Allosteric	
CC(C)(CO)C(NC(=O)c1ccc(C(=O)O)cc1F)c1cccnc1	2.409	3	4	6	346.358	143.890	Yes	5.744	No	I	II	I	Type I	
N#Cc1ccc(N2CCC(O)(C(F)F)CC2)nc1N1CCC(O)(C(F)F)CC1	2.146	2	6	4	402.392	159.546	Yes	5.421	No	I	I1/2	I	Type I	
NC(=O)Cc1occc1C(=O)NC1CCCC2CCC1N2C(=O)c1n[nH]c2c1CCC2	1.475	3	5	5	425.489	179.271	Yes	5.844	No	I	I1/2	I	Type I	
CC(C)(C)Cc1nc(-c2ccc(C(=O)Nc3ccc(F)c(C(=O)OC(C)(C)C)c3Cl)cc2)no1	6.325	1	6	5	487.959	202.200	No	5.394	No	II	I1/2	I	Type II	
CN(C(=O)CCn1cnc2c1c(=O)n(C)c(=O)n2C)c1nccn1C	-0.780	0	9	4	345.363	142.106	No	5.656	No	I	II	I	Type I	
Cn1c(=O)c2cc(NC(=O)N[C@@H]3c4ccccc4C[C@@H]3O)cnc2n(C)c1=O	0.412	3	7	2	381.392	158.811	Yes	5.881	No	I	II	I	Type I	
Cc1ccc(N(CCCN2C(=O)c3cccc4cccc(c34)C2=O)C(=O)c2ccccc2C(=O)c2ccccc2)c(C)c1	7.021	0	4	8	566.657	249.729	No	5.313	No	I	II	I	Type I	
Cn1cnc2c1c(=O)n(CC(=O)N1CCCC1c1cccnc1)c(=O)n2C	0.192	0	8	3	368.397	154.046	No	6.153	No	I	I1/2	I	Type I	
CC(NC(=O)c1ccc(C(=O)O)cn1)C1(N2CCOCC2)CCCC1	1.543	2	5	5	347.415	146.924	Yes	5.887	No	I	II	I	Type I	
CCCOc1ccc(C(F)(F)F)cc1NC(=O)CCCn1cnc2c1c(=O)n(C)c(=O)n2C	2.660	1	8	8	467.448	185.962	Yes	5.708	No	I	II	I	Type I	
CC1CCN(c2nc(N)c3c(N)nc4c(c3c2C#N)CC(=O)N4c2ccc(S(N)(=O)=O)cc2)CC1	1.770	3	9	3	492.565	201.736	Yes	5.855	No	I	I1/2	I	Type I	
Cc1cc(C)c(NC(=O)c2cc(N3CCNC3=O)c(F)cc2F)c(Cl)n1	3.412	2	3	3	380.782	152.709	Yes	5.547	No	I	II	I	Type I	
CC(C)(C(=O)Nc1ccc2[nH]nc(C(=O)O)c2c1)C(O)c1cccc(OCc2ccccc2)c1	4.538	4	5	8	459.502	195.754	No	5.438	No	I	II	I	Type I	
CC(C)COC1CC(OC(=O)c2cc3c([nH]c2=O)CC(C)(C)CC3=O)C1(C)C	3.527	1	5	5	389.492	165.555	Yes	5.816	No	I	I1/2	I	Type I	
Cc1ccn(CC(C)(O)C(=O)N2CCN(c3ccc(F)cc3Cl)CC2)c(=O)c1	2.049	1	5	4	407.873	167.303	Yes	5.481	No	I	I1/2	I	Type I	
CN1CCN(c2ccc(NC(=O)c3nn(-c4ccc(F)cc4)c4c3CCC4)cn2)CC1	2.899	1	6	4	420.492	180.042	Yes	5.620	No	I	II	I	Type I	
O=C(c1ccc(C(=O)N2C3CCCC2CC3)nc1)N1C2CCCC1CC2	3.396	0	3	2	353.466	154.310	No	5.877	No	I	I1/2	I	Type I	
N#Cc1cnc2c(F)cc(F)cc2c1NCC1(O)CCOCC1	2.338	2	5	3	319.311	131.063	Yes	5.343	No	I	I1/2	I	Type I	
Cc1c(C)n2c3c(=O)[nH]c(=O)n(C)c3nc2n1CCCNc1ccc(Oc2ccccc2)cc1	3.587	2	8	7	458.522	194.810	Yes	5.691	No	I	II	I	Type I	
Cn1c(=O)[nH]c(=O)c2c1nc(N1CCCC1)n2CCCn1c(N2CCCC2)nc2c1c(=O)[nH]c(=O)n2C	-0.549	2	12	6	510.559	209.326	Yes	5.860	No	I	I1/2	I	Type I	
Cn1c(=O)c2c(ncn2CC(=O)Nc2ccc(N3CCCCC3)cc2)n(C)c1=O	1.063	1	8	4	396.451	166.741	Yes	6.296	No	I	II	I	Type I	
Cn1c(=O)c2c(SCC(=O)c3c[nH]c(C(=O)N4CCCC4)c3)nc(C(C)(C)C)nc2n(C)c1=O	1.864	1	9	5	484.582	199.945	Yes	5.571	No	I	I1/2	I	Type I	
CCCCNS(=O)(=O)c1ccc2c(c1)nc(SCC(=O)Nc1c(F)c(F)c(F)c(F)c1F)n2CCCC	5.341	2	6	12	564.602	214.431	Yes	5.341	No	I	I1/2	I	Type I	
Cc1nn(C)c(=O)c(C(=O)NC2CCc3c2ccc(Cl)c3Cl)c1C	3.121	1	4	2	366.248	149.134	Yes	5.777	No	I	I1/2	I	Type I	
Cn1c(=O)c2nc(CCC(=O)NC3CCCCC3)c(O)nc2n(C)c1=O	0.114	2	8	4	361.402	149.249	Yes	5.832	No	I	I1/2	I	Type I	
CCn1c(CN2c3ccccc3CCC2C)nc2cc(S(=O)(=O)N3CCOCC3)ccc21	3.418	0	6	5	454.596	189.206	Yes	5.414	No	I	I1/2	I	Type I	
Cn1c(=O)c2c(ncn2CC(=O)N(c2ccccc2)C2CCCCC2)n(C)c1=O	1.800	0	7	4	395.463	167.556	Yes	5.839	No	I	I1/2	I	Type I	
Cc1c(NC(=O)c2snc(O)c2Cl)c(=O)n(C2CCCCC2)n1C	3.068	2	7	3	370.862	147.556	Yes	5.889	No	I	I1/2	I	Type I	
CC(=O)c1c(C)[nH]c(C(=O)Nc2cc(S(=O)(=O)N3CCCC3)ccc2OCC(F)(F)F)c1C	3.812	2	5	7	487.500	188.710	Yes	5.727	No	I	I1/2	I	Type I	
CC(NC(=O)c1cc2c(cc1Cl)N1CCCCCC1=NS2(=O)=O)C1CC1	3.350	1	4	3	395.912	158.224	No	6.335	No	I	I1/2	I	Type I	
CN(C(=O)c1ccc(NC(=O)C2CC2)cc1)C1c2cc(Cl)cc(Cl)c2CC1O	4.072	2	3	4	419.308	172.795	No	5.768	No	I	II	I	Type I	
N#Cc1c(N2CCCC2)nc(N)c2c(N)nc3c(c12)CC(=O)N3c1ccc(Oc2ccccc2)cc1	4.279	2	8	4	477.528	207.077	Yes	5.690	No	II	I1/2	I	Type II	
c1cc2c(cc1Nc1nc(CN3CCOCC3)nc3sc4c(c13)CCC4)OCCO2	3.527	1	8	4	424.526	178.532	Yes	5.527	No	I	I1/2	I	Type I	
Cc1cc(OCc2nc3c4c(-c5ccccc5)c(-c5ccccc5)oc4ncn3n2)c(C(C)C)cc1Cl	7.869	0	6	6	509.009	219.066	No	5.703	No	I	I1/2	I	Type I	
CCCCCCCCCn1c(N2CCN(c3cccc(Cl)c3)CC2)nc2c1c(=O)[nH]c(=O)n2C	4.154	1	7	10	487.048	204.708	Yes	5.825	No	I	I1/2	I	Type I	
Cn1c(=O)c2c(ncn2CCCC(=O)Nc2cccc3cccnc23)n(C)c1=O	1.401	1	8	5	392.419	164.794	Yes	6.061	No	I	II	I	Type I	
CN1CCCCC1CN1CCN(c2ccc(C(F)(F)F)cc2C#N)CC1	3.183	0	4	3	366.431	152.333	No	5.881	No	I	I1/2	I	Type I	
CN(CC1CCCN1c1cnc2ccccc2n1)C(=O)c1c[nH]c(=O)n1C	1.398	1	6	4	366.425	156.005	Yes	5.510	No	I	I1/2	I	Type I	
COc1ccc2nc(C(F)(F)F)nc(N3CCNC(=O)CCN(C(=O)c4ccc(=O)[nH]n4)CC3)c2c1	1.209	2	8	3	505.457	201.825	No	5.720	No	I	II	I	Type I	
Cn1cnc2c1c(=O)n(CC(=O)Nc1ccccc1N1CCCC1=O)c(=O)n2C	0.199	1	8	4	396.407	164.538	Yes	6.774	No	I	II	I	Type I	
CCn1c([C@@H]2OCC[C@@H]2c2ccccc2)nn(-c2cc(C#N)cc(F)c2O)c1=O	3.015	1	7	4	394.406	165.759	Yes	5.324	No	I	I1/2	I	Type I	
CN1CCN(c2cc(NCC(c3c(F)cccc3F)N(C)C)ncn2)CC1=O	1.748	1	6	6	390.438	162.528	Yes	5.659	No	I	I1/2	I	Type I	
Cc1ccc(NC(=O)c2cc(Oc3c(F)c(F)c(F)c(F)c3F)cc(C(=O)Nc3ccc(C)cc3C)c2)c(C)c1	7.913	2	3	6	554.515	226.156	No	5.468	No	II	II	I	Type II	
Cc1c(NC(=O)C2(C)CC2C(F)(F)F)c(=O)n(C2CCCCC2)n1C	3.527	1	4	3	359.392	143.716	Yes	6.186	No	I	I1/2	I	Type I	
CCCCN1C(=O)Cc2c1nc(N)c1c(N)nc(N3CCN(C=O)CC3)c(C#N)c21	0.633	2	8	5	408.466	173.595	Yes	5.638	No	I	I1/2	I	Type I	
Cc1c(CCC(=O)NCc2ccnc(Oc3ccccc3)c2)c(=O)[nH]c2c1c(=O)[nH]n2C	2.300	3	6	7	433.468	182.611	Yes	6.102	No	I	I1/2	I	Type I	
CC(Sc1nc(C(C)(C)C)nc2c1c(=O)n(C)c(=O)n2C)C(=O)Nc1ccc(F)c(F)c1F	2.861	1	8	4	481.500	190.407	No	5.690	No	I	I1/2	I	Type I	
CC(C)C1(CO)CCN(C(=O)c2ccc(Oc3cccc(Cl)c3Cl)nn2)C1	4.056	1	5	5	410.301	167.611	Yes	5.682	No	I	I1/2	I	Type I	
CN(Cc1cc(-c2ccccc2)no1)C1c2cc(Cl)cc(Cl)c2CC1O	4.739	1	4	4	389.282	161.490	No	5.514	No	I	I1/2	I	Type I	
CCCCn1cnc2c1c(=O)n(CC(=O)Nc1ccc(Cl)c([N+](=O)[O-])c1)c(=O)n2CC(C)C	3.016	1	9	9	476.921	193.308	Yes	5.603	No	I	I1/2	I	Type I	
CC1(C)CC2CC(C)(CN2Cc2c(O)ccc3cc(-c4ccccn4)c(=O)oc23)C1	4.961	1	5	3	404.510	175.913	No	5.611	No	I	I1/2	I	Type I	
Cc1cn(C)nc1C(=O)N(C)C1c2cc(Cl)cc(Cl)c2CC1O	2.766	1	4	2	354.237	143.967	No	5.524	No	I	I1/2	I	Type I	
Cc1c(NS(=O)(=O)c2ccc(N(C)C3CCCCC3)c([N+](=O)[O-])c2)c(=O)n(-c2ccccc2)n1C	3.962	1	8	7	499.593	203.526	Yes	5.742	No	I	I1/2	I	Type I	
C=CCCC1(C(=O)N[C@@H]2CCN(C(=O)c3cc(S(=O)(=O)N(CC=C)c4ccc(Cl)cc4)ccc3Cl)[C@@H]2C)CCN(C(=O)OC(C)(C)C)CC1	7.077	1	6	11	733.759	299.651	No	5.934	No	I	I1/2	I	Type I	
CCCCn1c(=O)[nH]c(=O)c2c1nc(CN(C)Cc1ccc(C(=O)NC)cc1)n2CC	1.698	2	7	9	426.521	180.267	Yes	5.551	No	I	I1/2	I	Type I	
Cc1nn(C)c(Oc2cccnc2)c1NC(=O)c1ccc(N2CCCC2)nn1	2.558	1	8	5	379.424	161.914	Yes	5.709	No	I	I1/2	I	Type I	
Cn1c(N2CCC(c3ccn[nH]3)CC2)c(C#N)c(=O)n(C)c1=O	0.063	1	7	2	314.349	132.134	Yes	6.208	No	I	I1/2	I1/2	Type I1/2	
Cc1cc(C(=O)NC2CCCc3cc(F)ccc32)nc2nc(O)[nH]c(=O)c12	2.279	3	5	2	368.368	152.846	Yes	5.783	No	I	I1/2	I	Type I	
Cn1c(NCCNc2ccccn2)c(C#N)c(=O)n(C)c1=O	-0.125	2	8	5	300.322	126.207	Yes	6.198	No	I	I1/2	I1/2	Type I1/2	
CN(CCO)c1nc(N)c(C#N)c(C(C#N)Cc2cccc(Cl)c2)c1C#N	2.339	2	7	6	380.839	162.003	Yes	5.587	No	I	I1/2	I	Type I	
CCc1c(C(=O)Nc2ccc(N(C)C)cn2)nnn1-c1ccc(OC(C)C)cc1	3.330	1	7	7	394.479	170.065	Yes	5.820	No	I	I1/2	I	Type I	
CC(C)c1nn(C)c(N2CCOCC2)c1CNc1ccc(N2CCCC2=O)cn1	2.514	1	7	6	398.511	171.393	Yes	5.625	No	I	I1/2	I	Type I	
CC(C)N(Cc1ccc(Cl)c(Cl)c1)C(=O)c1cnc(C(=O)O)cn1	3.532	1	4	5	368.220	148.601	No	5.768	No	I	II	I	Type I	
Cn1c(=O)c2c(ncn2Cc2nc(N)nc(Nc3ccccc3)n2)n(C)c1=O	-0.007	2	11	4	379.384	157.692	Yes	6.355	No	I	I1/2	I	Type I	
CC1(C)CC2CC(C)(CN2S(=O)(=O)c2cccc(C(=O)OCC(=O)Nc3ccc(F)c(Cl)c3)c2)C1	4.864	1	5	6	523.026	209.197	No	6.197	No	I	I1/2	I	Type I	
N#Cc1cc(CN2CCOCC2)cn(CCOc2ccccc2)c1=O	1.631	0	6	6	339.395	146.373	No	5.575	No	I	II	I	Type I	
CCCCCCCCn1c(N2CC(C)CC(C)C2)nc2c1c(=O)[nH]c(=O)n2C	3.266	1	6	8	389.544	166.317	Yes	5.705	No	I	I1/2	I	Type I	
CN1CCN(CC(NC(=O)c2ccnc3c(C(N)=O)cnn23)c2ccccc2)CC1	0.547	2	7	6	407.478	174.026	Yes	5.413	No	I	II	I	Type I	
CCCCn1c(C(=O)NCCCn2ccnc2)cc2c(=O)n(C)c(=O)n(C)c21	0.855	1	8	8	386.456	161.771	Yes	5.681	No	I	I1/2	I	Type I	
Cc1ccc(-n2c([S-])c(C(=O)Nc3ccc(OC(F)F)cc3)[n+]3ccc(C(=O)NCCO)cc23)cc1C	3.314	3	6	8	526.565	216.465	No	5.471	No	I	II	I	Type I	
Cn1c(=O)c2c(ncn2CC(=O)Nc2ccc(N3CCCCCC3)cc2)n(C)c1=O	1.453	1	8	4	410.478	173.106	Yes	6.296	No	I	II	I	Type I	
CS(=O)(=O)N1CCc2c(NC(=O)N3C4CCC3c3ccccc34)cccc21	3.432	1	3	2	383.473	158.382	Yes	5.117	No	I	II	I	Type I	
CN(C)c1ccc(P(=NN=C2C=C(Cl)C(=O)C(Cl)=C2)(c2ccccc2)c2ccccc2)cc1	5.414	0	3	5	494.362	203.463	No	6.039	No	I	I1/2	I	Type I	
CCn1c(NCc2cc3c(cc2OC(F)F)OCO3)nc2cc(C#N)ccc21	3.870	1	7	6	386.358	158.607	No	5.533	No	I	II	I	Type I	
Cc1nsc2ncn(CC(=O)N(C)C3CCCc4ccccc43)c(=O)c12	2.697	0	6	3	368.462	154.817	No	5.509	No	I	I1/2	I	Type I	
CCOC(=O)c1cc2c(cc1Cl)n(CC)c(C=CC=C1N(CC)c3cc(Br)c(Br)cc3N1CC)[n+]2CCCS(=O)(=O)[O-].O=C(O)C(F)(F)F	7.093	1	9	11	858.956	303.123	No	5.235	No	I	II	I1/2	Type I	
CC(C)C(c1ccccc1Cl)N(C)C(=O)c1cc(C(=O)O)[nH]n1	3.231	2	3	5	335.791	138.621	Yes	5.484	No	I	I1/2	I1/2	Type I1/2	
