SMILES,QED,ChemAIrank
O=C(O)C(F)(F)F.O=C(O)c1n[nH]c2c(NC(=O)[C@@H]3CN(Cc4ccccc4)C[C@H]3c3ccc(Cl)cc3)cccc12,23.67,86.99
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,65.92,86.85
CCN(CC)CC.O=S(=O)([O-])CCC[n+]1c(C=C2Sc3ccccc3N2CCCS(=O)(=O)O)sc2ccc3ccccc3c21,14.62,85.97
O=C(O)C(F)(F)F.O=C(O)c1n[nH]c2ccc(C(=O)N3CCC(Cc4nc5ccccc5[nH]4)CC3)cc12,32.07,85.69
O=C(O)C(F)(F)F.O=C(O)c1n[nH]c2ccc(C(=O)N3CCC(n4ncc5ccccc54)C3)cc12,40.08,85.65
CC1(C)CC2CC(C)(CN2C(=O)COC(=O)c2ncc(Cl)c(Cl)c2Cl)C1,67.04,84.95
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,47.67,84.93
O=C(O)C(F)(F)F.O=C(O)c1n[nH]c2cccc(NC(=O)[C@@H]3CN(C4CCOCC4)C[C@H]3c3ccc(F)cc3F)c12,32.96,84.63
CN(C)c1ccncc1.N#CC(C(=O)CCn1c(=O)oc2ccccc21)c1nc2ccccc2s1,34.55,83.57
O=C(O)C(F)(F)F.O=C(O)c1n[nH]c2ccc(C(=O)N3CCCN4c5ccccc5CC4C3)cc12,50.37,83.45
CC1=C(C(=O)OC(C)C)C(c2cccc(Oc3ccccc3)c2)C(C(=O)OC(C)C)=C(C)N1,55.35,83.35
O=C(O)C(F)(F)F.O=C(O)c1ccc(OCCN2CCCC2C2CCCOC2)c(Cl)c1,65.37,83.09
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,72.88,81.71
Cn1c(NCc2ccnc(OC3CCCC3)c2)nc2c1c(=O)[nH]c(=O)n2C,70.08,81.65
Cn1cnc2c1c(=O)n(CC(=O)N1CCN(c3ccccn3)CC1)c(=O)n2C,58.6,81.43
Cn1ccnc(N2CCC(NC(=O)c3cc(F)c(F)c(O)c3F)CC2)c1=O,78.18,81.26
CCCCCCCCCCCOc1cc(C(=O)O)cc(OCCCCCCCCCCC)c1OCCCCCCCCCCC,7.66,80.51
N#Cc1c(N2CCN(C(=O)c3ccco3)CC2)nc(N)c2c(N)nc3c(c12)CC(=O)N3CC1CCCO1,53.02,80.43
CCCCn1c(-c2cc(OC)ccc2OC)nc2c1c(=O)[nH]c(=O)n2CC(C)C.Cl,58.36,80.23
Cn1cnc2c1c(=O)n(CCCN1CCC(C(=O)c3ccccc3)CC1)c(=O)n2C,57.53,79.76
CC(C)(C)c1ccc(-c2nnc(SCC(=O)c3ccc(OC(F)F)cc3OC(F)F)n2C2CCCC2)cc1,14.74,79.52
CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,44.29,78.62
O=C([O-])C(F)(F)F.O=CC(=C\\C=C1C=C(c2ccccc2)SC(c2ccccc2)=C1)/C=C/c1cc(-c2ccccc2)[s+]c(-c2ccccc2)c1,6.99,78.25
Cn1c(=O)c2c(ncn2CCC(=O)Nc2ccccn2)n(C)c1=O,71.76,78.06
O=C(Nc1ccc(Oc2cccnc2)nc1)c1[nH]ccc1-c1c(Cl)cccc1Cl,42.22,77.93
CCc1[nH]nc(C(=O)NCC(Cc2ccc(F)cc2)C(N)=O)c1[N+](=O)[O-],47.49,77.31
CC1(C)CN(C(=O)c2ccc(Oc3cccc(Cl)c3Cl)nn2)CCN1CCO,79.35,77.22
Cc1cc(C)c(O)c(-c2n[nH]c3c2C(c2ccc(Cl)c(Cl)c2)N(CCCO)C3=O)c1,53.32,76.62
CCCCCn1c(CCC(=O)Nc2nc(C)c(SC)s2)nc2c1c(=O)[nH]c(=O)n2CCCC,29.24,76.45
CN(C)c1ccc(P(=NN=C2C=C(Cl)C(=O)C(Cl)=C2)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,20.92,76.38
C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1,61.51,76.2
Cn1c(=O)c2c(ncn2CC(C)(O)C23CC4CC(CC(C4)C2)C3)n(C)c1=O,88.3,76.08
COc1ccc2nc(C(F)(F)F)nc(N3CCNC(=O)CCN(C(=O)c4ccoc4Cl)CC3)c2c1,57.51,76.04
CN1C(=O)CC[C@H](NC(=O)Nc2cc(Cl)c(Br)cn2)[C@H]1c1ccnn1C,76.59,75.76
CC(C)Cn1c(-c2cc(Br)ccc2F)nc2c1c(=O)[nH]c(=O)n2CC(C)C,66.08,75.71
CN(CCOc1ccccc1C#N)C1c2cc(Cl)cc(Cl)c2CC1O,86.06,75.61
Cn1c(=O)[nH]c(=O)c2nc(CC(O)c3ccc(F)cc3F)c(O)nc21,62.37,75.59
Cn1cnc2c1c(=O)n(CCCN1CCc3ccccc31)c(=O)n2C,70.8,75.58
Cn1cnc2c1c(=O)n(CCCOC(=O)c1cc3ccccc3[nH]1)c(=O)n2C,41.27,75.44
CC1(C)CC2CC(C)(CN2C(=O)Cn2c(COc3ccc(Cl)cc3Cl)nc3ccccc32)C1,42.24,75.21
CC1Oc2c(cccc2C(=O)N2CCN(C(=O)c3ccc(=O)[nH]c3)CC2)NC1=O,77.59,75.0
Cn1cnc2c1c(=O)n(CC(=O)Nc1ccc(N3CCCCC3)nc1)c(=O)n2C,68.54,74.73
COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl,42.03,74.7
CCCCCn1c(CCC(=O)N2CCCc3cc(OC)ccc32)nc2c1c(=O)[nH]c(=O)n2CCCC,40.78,74.68
CCCCCCCCn1c(N2CCN(c3ccc(OC)cc3)CC2)nc2c1c(=O)[nH]c(=O)n2C,46.02,74.63
CC(OC(=O)c1cc(S(=O)(=O)Nc2ccc(F)cc2)c(Cl)cc1Cl)C(=O)Nc1ccc(Cl)cn1,39.55,74.55
CN(CC(N)=O)c1c(C#N)cnc2c(F)c(F)c(F)cc12,86.84,74.42
CC(C)(C)N1C(=O)CC(C(=O)Nc2ccc(F)c(C(N)=O)c2)C1c1ccc(Cl)c(F)c1,73.72,74.36
Cc1cc(Oc2cnn(-c3ccc(C(F)(F)F)cn3)c(=O)c2Cl)cc(C)c1Cl,56.15,74.31
Cc1nc(SCC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)c(C#N)c(-c2ccco2)c1C(=O)Nc1ccc(Cl)cc1,20.8,74.1
CCC[C@H](NC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(C)(C)C)C(=O)C(=O)NC1CC1,22.97,73.74
Cc1c(NC(=O)C(C)N2CCCCCC2)c(=O)n(-c2ccccc2)n1C,91.62,73.61
Cn1c(=O)c2c(ncn2CCC(=O)N2CCN(c3cnccn3)CC2)n(C)c1=O,55.2,73.42
CC1(C)CN(C(=O)C2CCCN2C(=O)c2ccccc2OC(F)F)CCN1CCO,75.27,73.4
Cc1cnn(CCCCCn2cnc3c2c(=O)n(C)c(=O)n3C)c1,62.66,73.38
CC1(C)CC2CC(C)(CN2c2cnn(Cc3ccc(Cl)cc3)c(=O)c2Cl)C1,71.99,73.09
N#Cc1c(N2CCN(C(=O)c3ccco3)CC2)nc(N)c2c(N)nc3c(c12)CC(=O)N3Cc1cccs1,41.68,72.99
CC1CC(=O)c2c(Oc3nccc(C(N)=O)c3[N+](=O)[O-])ccc(F)c21,67.05,72.84
Cn1c(=O)c2c(ncn2CCCC(=O)N2Cc3ccccc3CC2C(N)=O)n(C)c1=O,59.95,72.75
O=c1c(N2CCCC2)nc2ccc([N+](=O)[O-])cc2n1CC(O)COc1ccc2ccccc2c1,33.19,72.59
CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,46.05,72.38
N#Cc1ccc(OCC(O)CN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,55.25,72.26
Cc1c(Cl)cnc(N[C@@H]2CCC(=O)N(C)[C@H]2c2ccnn2C)c1C#N,91.0,72.16
CC(C)(C)c1ncsc1C(=O)Nc1cccc(-n2ncc(C(=O)O)c2C(F)(F)F)c1,62.08,72.14
CC(C)Cc1cn(-c2c(Cl)cc(C(N)=O)cc2Cl)c(-c2ccc(N3CCCC3)cn2)n1,55.52,72.12
N#Cc1cnc2c(F)c(F)c(F)cc2c1NCC(O)CN1CCOCC1,78.32,71.91
CC(c1nc2ccccc2n1C(F)F)n1cnc2c1c(=O)n(C)c(=O)n2C,54.76,71.88
N#Cc1c(N2CCN(c3ccc(F)cc3)CC2)nc(N)c2c(N)nc3c(c12)CC(=O)N3C1CC1,61.12,71.82
CC1(C)CC(Nc2cnn(-c3ccc(C(F)(F)F)cn3)c(=O)c2Cl)CC(C)(C)N1,77.06,71.54
Cc1nc(Br)cc2c(N(C)CC(C)C#N)c(C#N)cnc12,79.96,71.5
Cc1c(C)c2c(c(C)c1O)CCC(C)(C(=O)N1CC(=O)N(CCC(F)(F)F)C1)O2,82.58,71.49
CCc1[nH]c(C(=O)NC2CCCc3c(O)cccc32)c(C)c1C(=O)OC,73.39,71.46
CC(C)c1ccc(N2C(=O)Cc3c2nc(N)c2c(N)nc(N4CCN(CCO)CC4)c(C#N)c32)cc1,49.29,71.39
Cc1[nH]c(C(=O)OCC(=O)Nc2cc(C(F)(F)F)ccc2-n2cncn2)c(C)c1C(=O)OC(C)C,48.15,71.31
Cc1ccn(CC(C)(O)C(=O)N2CCC(O)(c3ccccc3Cl)CC2)c(=O)c1,81.68,71.3
CCN1C(=CC=Cc2n(CC)c3ccc(S(=O)(=O)C(F)(F)F)cc3[n+]2CCCS(=O)(=O)[O-])N(CCCS(=O)(=O)[O-])c2cc(S(=O)(=O)C(F)(F)F)ccc21.[Na+],9.5,71.29
Cc1cc(C)c(C)c(C2=NOC(c3ccccc3)(C(F)(F)F)N2C(=O)ON=C(Cl)c2c(C)c(C)cc(C)c2C)c1C,17.57,71.26
CC(Oc1cc(C#CCNC(=O)CN2CCCC2)cnc1N)c1c(Cl)ccc(F)c1Cl,50.12,71.09
Cn1cnc2c1c(=O)n(CC(=O)N1CCC(Cc3ncc[nH]3)CC1)c(=O)n2C,65.93,70.92
NC1(C(=O)Nc2cncc(C(F)F)c2)CCc2c1ccc(F)c2Br,82.67,70.81
Cn1cnc2c1c(=O)n(CC(=O)Nc1ccc(N3CCOCC3)nc1)c(=O)n2C,61.69,70.57
CS(=O)(=O)Nc1ccccc1C(=O)OCC(=O)c1ccc(OC(F)F)cc1OC(F)F,32.59,70.4
CN(C[C@@H]1CCCN(C)[C@H]1c1ccnn1C)C(=O)Cn1ccc(=O)[nH]c1=O,78.27,70.34
CC1(C)CN(C(=O)C2CC2)CCN1C(=O)c1ccc(Oc2cccc(Cl)c2Cl)nn1,70.43,70.34
CCCCn1c(=O)c(CCc2ccccc2)nc2c1c(=O)[nH]c(=O)n2CCC,64.69,70.11
Cc1nc2cc(F)cc(C(=O)Nc3ccc(Cl)c(C(N)=O)c3)c2nc1C,73.58,70.01
CC(C)(C)OC(=O)CCC(=O)Nc1ccc(Oc2c(Cl)cc(Cl)cc2-c2ccc(C(=O)OCC3CC(F)(F)C3(F)F)cc2)cc1,17.12,70.0
NC1(C(=O)Nc2ccc(N3CCN(C(=O)C4CC4)CC3)nc2)CCc2c1ccc(F)c2Br,67.14,69.91
CCCCCCOC(=O)N=C(N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,7.41,69.82
CC(C)Oc1cc(NC(=O)[C@@H]2CCCC[C@H]2C(F)(F)F)ccc1C(N)=O,82.3,69.81
